gene,mean_formula,var_formula
GAP43,0.30146782,0.274306976
ADCY5,0.033137184,0.03577884
IQCB1,0.327794453,0.288428832
GOLGB1,0.834064456,0.80556858
TRMT10C,0.844793919,0.849084972
CCDC14,0.123877312,0.140230275
USF3,0.16483164,0.129146105
NECTIN3,0.093733769,0.143531869
GRAMD1C,0.639654487,0.690205013
ZBTB20,0.289449408,0.41934597
CEP97,0.006068445,0.005619873
CMSS1,0.084411424,0.074341027
ZDHHC23,0.118606304,0.123178272
LSAMP,0.206704735,0.16886881
CD47,0.05478364,0.050595861
TXNRD3,0.381640716,0.360608123
DZIP3,0.971544957,0.970419609
HACD2,0.209462153,0.207464751
CFAP44,0.313666387,0.302200852
SLC12A8,0.281175333,0.259596165
_ENSG00000239268,0.313455785,0.297225
LSAMP-AS1,0.378083927,0.373820364
ENPP7P4,0.249858538,0.263568058
LINC02614,0.121472706,0.120963785
LINC00903,0.363578924,0.366840375
_ENSG00000242029,0.604204516,0.65074814
NECTIN3-AS1,0.899903057,0.931031227
_ENSG00000242299,0.607607086,0.598347641
LINC00882,0.809946397,0.900673351
_ENSG00000243276,0.820118845,0.824287854
DUBR,0.195165796,0.179225347
_ENSG00000272840,0.501346007,0.488426694
PLXND1,0.619286011,0.609494111
ATP2C1,0.069048904,0.065918996
WWTR1,0.094948428,0.101697485
PIK3CB,0.052780648,0.060953921
ATP1B3,0.00349348,0.003903422
HLTF,0.799035018,0.762448465
PPP2R3A,0.483781521,0.51737624
MGLL,0.10941041,0.120096458
RAB7A,0.177517332,0.190065259
UBA5,0.186199881,0.176432546
RNF13,0.795164446,0.749405038
TF,0.010235618,0.009990351
PCCB,0.410308452,0.382747829
ARMC8,0.000173451,0.000134962
CEP70,0.715032919,0.689842406
SLC25A36,0.890268663,0.933145476
RNF7,0.677107543,0.68060412
TFDP2,0.769066756,0.830448336
XRN1,0.414036285,0.396089619
ABTB1,0.120470572,0.124420831
PODXL2,0.229057304,0.2475136
NEK11,0.018197734,0.015522427
MRPL3,0.180285234,0.169725875
COMMD2,0.452283517,0.438445745
STAG1,0.196537042,0.219864044
SERP1,0.537191827,0.53074008
PLS1,0.444448488,0.481492053
MBD4,0.166715394,0.174830336
EEFSEC,0.223622976,0.215234429
DNAJC13,0.61532371,0.677398686
SRPRB,0.376297185,0.368400155
TMEM108,0.303036415,0.28979458
MED12L,0.154575873,0.137907617
EIF2A,0.925788346,0.935698044
TRPC1,0.394462995,0.354636996
IGSF10,0.013526566,0.013160091
MBNL1,0.050223969,0.047913723
RAB6B,0.283652911,0.302704759
EPHB1,0.303196017,0.283752956
PXYLP1,0.537018128,0.506708829
RASA2,0.936938367,0.906779695
NCK1,0.439500021,0.459186912
MRAS,0.515638038,0.501930994
CLSTN2,0.038729879,0.066511792
U2SURP,0.27291048,0.257972094
TOPBP1,0.009879564,0.010525482
RYK,0.047271801,0.047000358
RPN1,0.544366797,0.525519788
IFT122,0.412056015,0.407818252
SLC35G2,0.351325925,0.376293283
CNBP,0.236236806,0.232475235
TMCC1,0.65042203,0.604645876
MSL2,0.069977421,0.067254686
P2RY14,0.404536361,0.428552899
DHX36_ENSG00000174953,0.34994921,0.361123934
ATR,0.030189702,0.037418817
GK5,0.640525236,0.667992174
MRPS22,0.059749032,0.06164741
RUVBL1,0.487827245,0.494657212
ZBTB38,0.137157612,0.124803592
ACAD9,0.73520367,0.767699984
NME9,0.846360522,0.871748801
DIPK2A,0.146121817,0.140045836
SIAH2,0.404752661,0.415628207
COPG1,0.688267014,0.67922475
SLC9A9,0.089083312,0.104145279
CEP63,0.227160462,0.201780793
HMCES,0.5514563,0.553864637
COPB2,0.684260924,0.669298527
CPNE4,0.367376935,0.456229889
TSC22D2,0.227753699,0.22728368
PIK3R4,0.036619764,0.040919016
SELENOT,0.217757251,0.21609997
ANKUB1,0.333461443,0.330219068
INHCAP,0.76653202,0.789149492
_ENSG00000248932,0.394257199,0.344544423
_ENSG00000249417,0.033721593,0.034039306
_ENSG00000250608,0.013928298,0.013607502
RPL32P3,0.514235416,0.531745757
SEC62,0.407557257,0.400280361
SLC7A14,0.002659982,0.002471757
CLDN11,0.054493776,0.054326111
DCUN1D1,0.004160983,0.00392937
MCF2L2,0.506134403,0.525577697
USP13,0.78504416,0.807288504
ATP11B,0.047228214,0.046949553
DGKG,0.854441535,0.716948933
MAP3K13,0.178141656,0.1899022
FNDC3B,0.851776165,0.797482336
MCCC1,0.846059307,0.886469069
DNAJB11,0.779973654,0.776977547
PDCD10,0.296414775,0.306431254
FXR1,0.024900019,0.023911586
GNB4,0.939370388,0.907223834
PEX5L,0.532266689,0.718400501
ABCC5,0.150723691,0.163406533
KLHL24,0.009220449,0.008232383
PLCH1,0.708955927,0.780858599
RARRES1,0.169433804,0.169961974
MFSD1,0.250480198,0.23774095
PIK3CA,0.076501064,0.070223188
NDUFB5,0.575443881,0.579616896
TRA2B,0.483597308,0.49994277
SKIL,0.670221834,0.691461955
NCEH1,0.061240247,0.06229495
EIF2B5,0.242452613,0.247267471
TNIK,0.194082782,0.218206084
VPS8,0.188073721,0.210530659
SERPINI1,0.294823038,0.287699756
PRKCI,0.017213132,0.016251806
PPM1L,0.35300001,0.263786896
GMPS,0.445195029,0.408056562
CCNL1,0.014876471,0.017264672
TTC14,0.793341122,0.827372769
YEATS2,0.478779611,0.522318046
SENP2,0.55449636,0.530467639
GFM1,0.047635745,0.051102351
ZBBX,0.426053391,0.328396752
NMD3,0.015139197,0.013758357
B3GALNT1,0.466604425,0.45286821
KCNAB1,0.512802552,0.515943416
SLC33A1,0.467988795,0.455301858
NLGN1,0.07457951,0.075110595
MFN1,0.579274347,0.522872785
ZMAT3,0.068782245,0.067648912
PHC3,0.036069963,0.033331289
GOLIM4,0.040903431,0.043722046
RSRC1,0.497504608,0.469125506
C3orf33,0.094355552,0.089084847
PARL,0.119966935,0.128195718
MAGEF1,0.250114824,0.253731926
TBL1XR1,0.130097371,0.117133328
NAALADL2,0.27425029,0.226037197
MLF1,0.71254284,0.688557656
KPNA4,0.246640742,0.228482206
C3orf70,0.952444387,0.973464675
KCNMB2,0.94416936,0.897688203
DNAJC19,0.927595614,0.935969914
EGFEM1P,0.02938014,0.075648075
_ENSG00000223930,0.221356385,0.135229672
KCNMB2-AS1,0.280620037,0.281953647
SOX2-OT,0.067269466,0.082970224
_ENSG00000243176,0.87500153,0.930285634
IL12A-AS1,0.442270769,0.480650942
LINC01322,0.969665635,0.763448621
ETV5,0.108536565,0.1179114
MAN2B2,0.807041581,0.81602258
TNK2,0.095768218,0.099564181
RNF4,0.106358443,0.111247811
TFRC,0.039545694,0.038580346
CRMP1,0.743336053,0.723225978
ST6GAL1,0.478751733,0.517850066
PPP2R2C,0.343951764,0.351028799
DLG1,0.995018974,0.935548575
ADD1,0.248127671,0.264970847
MAEA,0.008818934,0.009581457
P3H2,0.5376043,0.522000215
NSD2,0.276499559,0.289986909
MFSD10,0.007531345,0.007976363
FGF12,0.175671174,0.148583118
ACAP2,0.661505758,0.618638221
IQCG,0.19040384,0.19407836
NCBP2,0.426748348,0.415664726
PIGZ,0.141823537,0.146052481
SENP5,0.044800822,0.048370058
FYTTD1,0.86340459,0.831832376
FAM193A,0.026371619,0.027528577
GRK4,0.051851991,0.053846299
PLAAT1,0.295131313,0.281601775
TMEM175,0.037273984,0.039733858
POLN,0.476695552,0.481089211
ZNF141,0.867029215,0.8908323
TBC1D14,0.135429842,0.124863398
ATP13A3,0.034594782,0.031758774
LPP,0.684353006,0.68754184
RUBCN,0.011415787,0.012473208
JAKMIP1,0.448483086,0.472523365
EIF4A2,0.301667676,0.352534382
SPON2,0.354468682,0.398022784
CTBP1,0.476454696,0.447229118
ZFYVE28,0.276485483,0.303584315
RGS12,0.041891227,0.054170562
PCYT1A,0.095715783,0.111185322
BDH1_ENSG00000161267,0.001081873,0.001197189
SLBP,0.684897632,0.669326792
LRPAP1,0.108179063,0.121788107
UBXN7,0.926464763,0.999371224
RNF168,0.00212527,0.002186501
PIGX,0.143126995,0.149856183
ABLIM2,0.074001707,0.078554206
STX18,0.691981231,0.658841952
NSG1,0.727920297,0.704308822
LETM1,0.337028238,0.321299557
CPLX1,0.046655653,0.055895784
ATP5ME,0.795313168,0.768037259
KIAA0232,0.877341596,0.919771033
XXYLT1,0.164170709,0.177694228
FBXO45,0.138442124,0.135434928
PIGG,0.003098222,0.003369636
GAK,0.008964166,0.009599347
MRFAP1L1,0.2839016,0.279940001
MRFAP1,0.728889099,0.717459831
PAK2,0.355931541,0.33253705
MB21D2,0.563993028,0.504047784
C4orf50,0.071866958,0.074139214
RPL35A,0.282948631,0.258804228
ZNF721,0.056574142,0.060745287
PPP1R2,0.412707935,0.440166777
SORCS2,0.142606503,0.144984435
NELFA,0.044352634,0.050435654
PCGF3,0.241117997,0.261475849
LMLN,0.173136513,0.156231661
NAT8L,0.223910012,0.24947966
LRCH3,0.101940414,0.107748662
TPRG1,0.983890523,0.967499599
IL1RAP,0.163488655,0.168115376
AFAP1,0.193477847,0.20499568
HTT,0.916898141,0.850179395
ZNF876P,0.238876892,0.245885907
OPA1,0.082288225,0.077910274
_ENSG00000214135,0.216270081,0.240029834
TMED11P,0.015741055,0.012766269
RPS20P14,0.082045811,0.084441481
_ENSG00000223812,0.062698859,0.049356213
LINC00884,0.628860541,0.643429379
MUC20-OT1_ENSG00000242086,0.585331521,0.592511738
C4orf48,0.103066255,0.110090798
STX18-AS1,0.171833215,0.183885164
_ENSG00000249592,0.755380309,0.765921158
ENPP7P10,0.159949633,0.161974193
ZNF718,0.204945024,0.18906208
_ENSG00000251148,0.162608253,0.169357499
_ENSG00000251652,0.618258877,0.597216179
_ENSG00000281016,0.170365911,0.173468221
SLC30A9,0.939316774,0.991689425
RFC1,0.080536272,0.07491508
BOD1L1,0.072385966,0.07012971
ARAP2,0.817785939,0.798873243
FAM184B,0.024839182,0.024799383
CC2D2A,0.89591203,0.925313222
ANAPC4,0.04860968,0.056041933
LIMCH1,0.128144798,0.119456302
TBC1D1,0.243605845,0.26096475
TXK,0.134639606,0.150908621
FRYL,0.891292736,0.914410803
UBE2K,0.801907914,0.849723872
SEL1L3,0.133160865,0.142436169
TMEM33,0.100396153,0.097901406
GABRA4,0.016418878,0.015816944
SLAIN2,0.151721034,0.142197637
OCIAD1,0.893623589,0.952698465
DHX15,0.063496593,0.057184041
TBC1D19,0.500685756,0.520411686
STIM2,0.521403818,0.58326613
PPARGC1A,0.460286297,0.491200438
FBXL5,0.053942656,0.048001499
MED28,0.023375574,0.021746877
PDS5A,0.487459082,0.446596628
NDUFB4P12,0.892972922,0.887860132
ATP8A1,0.036774512,0.034106617
CPEB2,0.063346307,0.058910472
SLIT2,0.188379311,0.180988716
ATP10D,0.158716744,0.16698902
QDPR,0.848851429,0.851632721
GUF1,0.532194154,0.515752417
GABRA2,0.001024874,0.001123756
UCHL1,0.281786529,0.256629524
WDR19,0.671775656,0.697932909
RAB28,0.25928107,0.235658594
PACRGL,0.108159629,0.104239501
DCAF16,0.005415374,0.005325268
GNPDA2,0.018950113,0.018269866
GABRB1,0.009473448,0.010379698
SMIM14,0.445916754,0.415918242
APBB2,0.075163601,0.082096704
RBPJ,0.057852655,0.05349132
LDB2,0.278607952,0.239700228
TAPT1,0.065030208,0.062835714
PCDH7,0.063456129,0.09445478
NFXL1,0.722157773,0.762714046
NWD2,0.509237661,0.568547968
LCORL,0.038546987,0.032307402
CCDC149,0.621077555,0.642705791
KCTD8,0.422755384,0.323474729
KCNIP4_ENSG00000185774,0.323665431,0.541312785
FAM200B,0.386304024,0.375534897
CPEB2-DT,0.120861085,0.111300799
LINC00504,0.671693771,0.698994368
C1QTNF7-AS1,0.768459394,0.854539386
UGDH-AS1,0.143171599,0.146207748
GBA3,0.967194598,0.962555092
_ENSG00000250092,0.423631743,0.427510064
_ENSG00000250137,0.52228705,0.484405099
_ENSG00000260918,0.009085023,0.008653067
TAPT1-AS1,0.02190825,0.020458128
RUFY3,0.004057786,0.003276055
UBA6,0.756180774,0.792778025
POLR2B,0.271068859,0.254856417
LNX1,0.998421516,0.950073318
SLC4A4,0.607042366,0.5084436
YTHDC1_ENSG00000083896,0.22312956,0.214691211
EXOC1,0.826782005,0.925809637
DCUN1D4,0.138203909,0.123021773
USP46,0.052177499,0.046328139
CHIC2,0.157091147,0.146209264
CCNI,0.121859274,0.118385632
SRD5A3,0.166437318,0.173346169
PPAT,0.092051836,0.089860108
GRSF1,0.268004671,0.25932093
ANKRD17,0.202912192,0.181996047
TMEM165,0.003188285,0.003233297
CLOCK,0.01049978,0.008741478
HNRNPD,0.06993637,0.069400285
PRKG2,0.083991276,0.078817112
RASGEF1B,0.587565743,0.540399437
FGF5,0.569487315,0.550122685
NUP54,0.896823321,0.927464413
BMP2K,0.032121374,0.03481238
G3BP2,0.082890438,0.07706919
SEPTIN11,0.072973996,0.066478751
FRAS1,0.071458302,0.114966125
SCARB2,0.077348818,0.071400726
CCNG2,0.22154949,0.215990068
CNOT6L,0.017681755,0.01707448
USO1,0.94611772,0.896458146
CDKL2,0.750372523,0.715025443
SHROOM3,0.052167647,0.054243262
FIP1L1,0.721048523,0.672264025
CENPC,0.960286993,0.983594837
EPHA5,0.073453131,0.0747439
SCD5,0.960295397,0.948924214
ENOPH1,0.33670055,0.328166255
ADGRL3,0.010545089,0.013687674
PRDM8,0.101805996,0.09177986
HNRNPDL,0.400906879,0.400680683
ADAMTS3,0.033441608,0.058327673
ART3,0.345902878,0.310485849
AASDH,0.656812485,0.673679951
PAQR3,0.205748338,0.198423674
ANTXR2,0.030709244,0.029131852
MTHFD2L,0.060643433,0.053861534
RCHY1,0.062396137,0.059633712
CCDC158,0.00590272,0.007024056
PARM1,0.272223791,0.230306642
MRPL1,0.035804823,0.032233134
HOPX,0.737870171,0.776287386
MOB1B,0.01481188,0.014215026
SRP72,0.028685835,0.026257998
SCFD2,0.498792624,0.534264879
CFAP299,0.812860058,0.890431428
SDAD1,0.235280825,0.226718421
DANCR,0.725295447,0.714268655
TXNP6,0.666031983,0.659335495
UBA6-AS1,0.783165004,0.681125408
TMEM150C,0.512070009,0.460874447
LINC01088,0.38935978,0.397954082
_ENSG00000250075,0.033925345,0.032130348
_ENSG00000250220,0.883737084,0.815935123
LAMTOR3,0.23696558,0.231831717
NFKB1,0.854385703,0.80221157
MANBA,0.052545008,0.055760292
UBE2D3,0.063553644,0.055290095
MAPK10,0.198366686,0.162595332
RPL34,0.077823434,0.078401302
PKD2,0.165724699,0.179399288
PLA2G12A,0.137995292,0.126436423
ARHGAP24,0.206613973,0.217523049
FAM13A,0.096408744,0.081598339
HERC3,0.337316779,0.312019034
HERC6,0.117665061,0.131125391
ZGRF1,0.000202837,0.000216402
AP1AR,0.157681905,0.1543673
COPS4,0.294616366,0.307743595
SEC31A,0.341697436,0.317748198
BMPR1B,0.682886472,0.603356445
RAP1GDS1,0.820558126,0.765760351
PDE5A,0.580553002,0.67152921
PPA2,0.115984641,0.147072044
GSTCD,0.043437811,0.038801547
INTS12,0.290749779,0.301609287
PAPSS1,0.182657149,0.17481132
SEC24B,0.014304859,0.012081537
PPP3CA,0.003175559,0.003423942
KLHL8,0.764630618,0.737801714
SNCA,0.256143458,0.252957899
TBCK,0.097828454,0.09134483
CAMK2D,0.712154772,0.538586647
CISD2,0.783409116,0.781993737
ANK2,0.056076895,0.046501705
METTL14,0.101975048,0.088956186
USP53,0.013979139,0.015885151
SEC24D,0.135563158,0.167585738
EIF4E,0.833483683,0.802559452
GRID2,0.007104091,0.014251561
SPARCL1,0.948990096,0.777788711
BANK1,0.284727261,0.286192338
DKK2,0.625395233,0.712972411
CYP2U1,0.051171267,0.050763144
SMARCAD1,0.021513145,0.020835326
STPG2,0.971838441,0.940163413
MRPS18C,0.731229628,0.740919612
CDS1,0.603557737,0.598574045
WDFY3,0.453050421,0.414253796
PTPN13,0.106562846,0.08693915
PPM1K,0.031035171,0.028980941
AIMP1,0.137369762,0.132335143
METAP1,0.7553278,0.777812893
DNAJB14,0.034389173,0.03177183
H2AZ1,0.929412646,0.936203932
SLC9B2,0.256345115,0.238364624
C4orf3,0.59359996,0.588530791
NDST3,0.051413388,0.04885736
TET2,0.402938226,0.374118115
TSPAN5,0.224975809,0.328376778
NUDT9,0.4178611,0.446118841
ELOVL6,0.239353142,0.262008198
SYNPO2,0.965565351,0.889364797
AFF1,0.279200444,0.325112802
LARP7,0.946008623,0.967688311
NAP1L5,0.420379204,0.428682417
UNC5C,0.395124787,0.335550524
HSP90AB3P,0.846323812,0.829464596
CCSER1,0.189552606,0.259322501
COL25A1,0.698578896,0.705345057
LIN54,0.329745074,0.360357021
ADH5,0.029957144,0.028606367
LINC02263,0.937804253,0.978083663
LINC01378,0.012156793,0.016439539
RPL7AP30,0.486077654,0.462851439
_ENSG00000245293,0.108107934,0.101964436
CXXC4-AS1,0.457857941,0.386307135
_ENSG00000245958,0.066770209,0.064212989
SEC24B-AS1,0.249546629,0.262860539
ANK2-AS1,0.196862788,0.194850692
MAPK10-AS1,0.622809152,0.59350155
_ENSG00000250938,0.062981603,0.055801509
_ENSG00000251095,0.077470388,0.074081816
SNHG8,0.944284776,0.936770611
FNIP2,0.042237551,0.037722449
GATB,0.899895386,0.929193515
GUCY1B1,0.046736971,0.043913317
ARHGAP10,0.155782797,0.162517924
JADE1,0.003328265,0.003049261
ELF2,0.811153863,0.78579851
NDUFC1,0.243732121,0.241089723
TBC1D9,0.577856266,0.558772215
INPP4B,0.671774702,0.516098614
GAB1,0.847549316,0.782861464
TRIM2,0.315843253,0.290884946
FBXW7,0.710714376,0.619000623
SH3D19,0.048572456,0.05385181
GLRB,0.432414508,0.41276943
GRIA2,0.012758949,0.01408321
SLC10A7,0.614401354,0.660823948
TMEM131L,0.560890019,0.613309384
PCDH10,0.029063186,0.025825127
BBS7,0.01812351,0.018908381
KIAA1109,0.778610773,0.809753492
LARP1B,0.982925273,0.996849719
SPATA5,0.186716248,0.168789707
RPS3A,0.582900651,0.560456139
RNF175,0.80604043,0.86807865
PDGFC,0.363887008,0.241731421
ANKRD50,0.01601227,0.014864895
SCLT1,0.705434139,0.791121687
ZNF827,0.249494285,0.218081068
NR3C2,0.099226946,0.086642904
SCOC,0.283252214,0.29607945
SMARCA5,0.60374662,0.610696977
PGRMC2,0.048199685,0.045759831
INTU,0.427244939,0.417016465
HSPA4L,0.261577752,0.260348238
MFSD8,0.842232953,0.918429588
ABHD18,0.009558076,0.009845953
TMEM155,0.281909235,0.306234321
MAP9,0.197396266,0.194112179
GUCY1A1,0.466434524,0.45982132
C4orf45,0.168918229,0.176059784
NAA15,0.017533016,0.018702788
ARFIP1,0.022925657,0.020875623
HHIP,0.035168734,0.034542397
ANAPC10,0.051329679,0.047325514
ABCE1,0.144387757,0.138124227
OTUD4,0.019589853,0.018825384
LSM6,0.022209556,0.021396787
TMEM184C,0.119401005,0.118598654
PRMT9,0.008936274,0.010227098
RNF150,0.30316206,0.289868674
USP38,0.349065292,0.34053674
SMAD1,0.017528497,0.017319123
DCLK2,0.924884187,0.808735125
PPID,0.336990882,0.330323883
ETFDH,0.233822968,0.254292524
RXFP1,0.05840824,0.076145282
PLRG1,0.56659092,0.552651575
FREM3,0.122240104,0.135347886
MAML3,0.561904272,0.465406061
LRBA,0.269994533,0.239013569
GUSBP5,0.98325521,0.993836011
_ENSG00000250241,0.339233428,0.330713636
_ENSG00000250326,0.50141272,0.461843506
RTN3P1,0.424670777,0.419474662
_ENSG00000251555,0.30112513,0.28671004
_ENSG00000251600,0.812680995,0.778907562
_ENSG00000273247,0.410870496,0.435753463
BRD9,0.042829191,0.044255541
CLPTM1L_ENSG00000049656,0.546968362,0.52795778
MSMO1,0.481870827,0.512711734
HPF1,0.461549237,0.477300797
SDHA,0.31102924,0.314362007
KLHL2,0.113732144,0.104211748
CPE,0.783609614,0.780148211
FRG1_ENSG00000109536,0.485704454,0.493708942
CLCN3,0.502854545,0.501643235
GALNT7,0.707333213,0.649345228
RAPGEF2,0.049400328,0.047489376
SNX25,0.052117147,0.054317315
LRP2BP,0.181173175,0.185900146
NACA3P,0.345187212,0.337266461
PALLD,0.342340441,0.342823355
SPCS3,0.207021686,0.195273774
NEK1,0.220108398,0.241527751
NAF1,0.405499205,0.423367419
MARCHF1,0.277466755,0.173332527
CBR4,0.778106369,0.713611993
GLRA3,0.001530731,0.001609502
NDUFS6,0.033842384,0.037737142
GPM6A,0.00090743,0.000630054
WDR17,0.05688228,0.054029863
WWC2,0.058347648,0.049095339
SLC25A4,0.426782609,0.403847959
LPCAT1_ENSG00000153395,0.096154991,0.103805954
SH3RF1,0.243508202,0.251862899
SORBS2,0.440502391,0.439659762
SCRG1,0.389291201,0.39022264
CEP44,0.23503341,0.222386191
NPY1R,0.930645253,0.953118983
IRF2,0.211982896,0.228014124
TRAPPC11,0.220719398,0.25197561
FSTL5,0.130280348,0.069892954
TMEM192,0.908315814,0.898154322
TPPP,0.488318675,0.454480458
STOX2,0.083585811,0.074620531
GALNTL6,0.018025369,0.031649773
EXOC3,0.361212236,0.376779333
SDHAP3,0.002231015,0.002294909
_ENSG00000188002,0.005085265,0.00533141
ZDHHC11,0.331809533,0.312894004
SPOCK3,0.214447116,0.326138164
MFAP3L,0.240616662,0.228944476
C4orf47,0.250681349,0.262129693
ZDHHC11B,0.920862746,0.906253562
TENM3,0.10593732,0.081472167
FRG1-DT_ENSG00000245685,0.568010347,0.5565198
_ENSG00000250131,0.404152454,0.410150039
_ENSG00000250410,0.060655319,0.062673901
NSUN2,0.251461247,0.262586905
TRIO,0.551355465,0.633957567
DNAH5,0.446479527,0.47003696
RAI14,0.084480923,0.086670877
CDH10,0.062548419,0.037985869
ZFR,0.025485533,0.022570656
ADCY2,0.689049262,0.686813469
WDR70,0.78617992,0.832744175
C5orf22,0.698485867,0.677114716
SEMA5A,0.000779471,0.001689606
TENT4A,0.43234732,0.446175948
CDH9,0.000864582,0.001681706
DROSHA,0.092000034,0.085953912
CDH6,0.886785804,0.955790744
GOLPH3,0.702814775,0.692172164
SUB1,0.229586108,0.21038137
BRIX1,0.821441589,0.830066878
NUP155,0.319887373,0.336336265
LIFR,0.629704419,0.581279351
MTRR,0.055657453,0.052898404
MED10,0.780600388,0.773140488
PDZD2,0.892688532,0.922638845
MARCHF6,0.030417766,0.028206475
CDH18,0.21289372,0.236509927
ADAMTS16,0.004030426,0.004817247
SRD5A1,0.30398407,0.323024593
MYO10,0.138780086,0.139524048
MTMR12,0.874442036,0.844131597
CCT5,0.623007371,0.613857265
ATPSCKMT,0.040564395,0.038082557
SPEF2,0.096013988,0.092135839
NADK2,0.002917515,0.002865077
ANKH,0.052469604,0.041078679
RETREG1,0.879813971,0.947182223
CDH12,0.101913346,0.084981251
ICE1,0.064484254,0.060308061
LMBRD2,0.12021715,0.119521093
NIPBL,0.105907699,0.09548675
ANKRD33B,0.046714021,0.049302696
DNAJC21,0.74419828,0.785060629
CTNND2,0.080266515,0.068798578
BASP1,0.418979779,0.36187692
FBXL7,0.047999589,0.055113731
MARCHF11,0.572350804,0.607374465
GUSBP1,0.21300372,0.189962026
CPLANE1,0.027059888,0.029976206
TTC23L,0.243180657,0.259799429
_ENSG00000215158,0.175778944,0.20115933
BASP1-AS1,0.096291936,0.100655499
UBE2QL1,0.720972027,0.712484424
_ENSG00000240376,0.311937968,0.296956345
LINC02217,0.154913814,0.174354577
LINC02223,0.280070465,0.240631631
_ENSG00000251294,0.344603723,0.34182695
LINC02241,0.385090794,0.3675549
C1QTNF3-AMACR,0.607353199,0.674182393
MTREX,0.015007471,0.013395987
ERCC8,0.44867046,0.41917517
GPBP1,0.366681788,0.3387316
PLPP1,0.22266384,0.28921774
DHX29,0.004866256,0.0058585
KIF2A,0.180492921,0.12479681
MAST4,0.221906153,0.297344962
TNPO1,0.018732651,0.016691871
OXCT1,0.496201185,0.47788151
AK6_ENSG00000085231,0.3995484,0.41344721
DIMT1,0.142081994,0.143595677
IPO11,0.492368522,0.467008138
ERBIN,0.832892476,0.766619618
GHR,0.634976824,0.47982601
HMGCS1,0.350870186,0.336253196
NNT,0.354330016,0.39616202
MRPS30,0.829949592,0.841251845
MRPS27,0.010991397,0.009271755
PDE4D,0.199710924,0.244098473
PPWD1,0.463876545,0.472909111
TRIM23,0.048283267,0.047308991
TRAPPC13,0.425084231,0.442248395
TTC33,0.00105494,0.000938883
NLN,0.845629245,0.88172455
ZSWIM6,0.664052571,0.68102553
MAP1B,0.927954375,0.737557428
MCCC2_ENSG00000131844,0.930364323,0.90541096
PRKAA1,0.362011026,0.381128065
MRPS36_ENSG00000134056,0.30218412,0.298452228
CDK7_ENSG00000134058,0.097095976,0.105333126
IL6ST,0.101023312,0.096540705
RPL37,0.087797769,0.100000349
PLK2,0.548523382,0.530681184
PIK3R1,0.043261679,0.041428512
BDP1_ENSG00000145734,0.028867979,0.031154826
SLC30A5,0.010903817,0.011628127
BTF3,0.828862363,0.823310588
TMEM267,0.054596055,0.06193775
PARP8,0.10782292,0.098691627
PART1,0.669476184,0.557537804
RAB3C,0.01921375,0.014585787
RAD17_ENSG00000152942,0.356740795,0.376499951
SREK1IP1,0.055066643,0.051166492
CWC27,0.038575737,0.035203384
SREK1,0.894044558,0.934768477
FCHO2,0.609031541,0.582363359
MOCS2,0.911504749,0.906946303
ELOVL7,0.603650996,0.660379749
NDUFAF2,0.11587549,0.103764476
RNF180,0.237401493,0.224455985
NDUFS4,0.863925001,0.888059199
RICTOR,0.60942608,0.576448931
HCN1,0.68180176,0.579520134
PAIP1,0.438367423,0.430630962
ZNF131,0.316868857,0.34022706
SLC38A9,0.270537505,0.294070237
NIM1K,0.400954595,0.380603174
CCDC125_ENSG00000183323,0.047343585,0.048803981
ARL15,0.157420009,0.136196053
RGS7BP,0.006949257,0.004916884
SGTB,0.338165256,0.329228984
ARHGEF28,0.248017861,0.209756922
RPL26P19,0.555651951,0.532371991
GTF2H2B,0.305536474,0.32689259
_ENSG00000249335,0.193583435,0.178233363
_ENSG00000249364,0.993303614,0.911846535
_ENSG00000249436,0.758417219,0.77706217
NAIP_ENSG00000249437,0.773247077,0.752229455
LINC02197_ENSG00000250387,0.22821013,0.235523743
MRPS30-DT,0.946816103,0.995473425
ZFYVE16,0.035154404,0.039494968
HEXB,0.007925339,0.008206565
MEF2C,0.392552903,0.290853038
SCAMP1,0.065018048,0.061020642
MAN2A1,0.303407402,0.331805304
HMGCR,0.810761784,0.763615154
CERT1,0.052666213,0.047133652
PDE8B,0.681621794,0.614820116
ARSB,0.358463464,0.394730189
MSH3,0.659895257,0.694729617
RASGRF2,0.65134513,0.531977764
POLR3G,0.219444991,0.213859735
FAM172A,0.030079343,0.028143589
LNPEP,0.120664128,0.115674186
ST8SIA4,0.936354231,0.888071812
ELL2,0.263430583,0.254944978
POLK,0.098573809,0.090329955
SV2C,0.579100979,0.509399252
COX7C,0.780925954,0.781614334
CKMT2,0.07326437,0.078302277
ZCCHC9,0.268263723,0.27279711
DMGDH,0.219325866,0.23404575
AP3B1,0.965603614,0.967012532
SLF1,0.744332095,0.715664847
CCNH,0.872650952,0.867790603
LHFPL2,0.016466926,0.017979135
SSBP2,0.001955522,0.003182
RASA1,0.158187304,0.143690249
PPIP5K2,0.292729368,0.318410487
PAM,0.314674877,0.306618987
FBXL17,0.14250924,0.122580337
FER,0.162359404,0.150676316
ATG10,0.365028128,0.411221948
POC5,0.704039115,0.719997563
FAM151B,0.600684549,0.624521323
JMY,0.840255211,0.842709838
HOMER1,0.03334541,0.028606933
XRCC4,0.236174365,0.258395886
CAST,0.000257494,0.000315855
CHD1,0.396100239,0.412854179
EDIL3,0.187202949,0.14038785
TMEM161B,0.028675037,0.028103005
