gene	KR_nb_Was	KR_nb_JSD	PS_nb_Was	PS_nb_JSD
FTL	0.3186	0.4184	0.2838	0.364
SNRNP70	0.2516	0.3208	0.108	0.2198
TTYH1_ENSG00000167614	0.72	0.9168	0.7378	0.9246
SLC25A18	0.8868	0.8038	0.874	0.796
PRODH	0.2772	0.2248	0.285	0.2172
TTC28	0.1558	0.0831	0.14	0.0721
DDX17	0.44	0.7758	0.288	0.6948
RBFOX2_ENSG00000100320	0.4912	0.7148	0.3774	0.735
TNRC6B	0.3506	0.346	0.3592	0.368
KIAA0930	0.8554	0.686	0.8622	0.6926
MLC1	0.844	0.7462	0.851	0.7438
SREBF2	0.5	0.7634	0.3662	0.6278
MIR99AHG	0.0172	0.0192	0.0191	0.0224
NCAM2	0.0816	0.096	0.1058	0.0919
SON	0.188	0.1408	0.1848	0.15
TTC3	0.432	0.635	0.3074	0.5218
ITSN1	8e-04	9e-04	0.0018	0.0018
MT-CO2	0.253	0.3092	0.1898	0.2364
MT-CYB	0.7288	0.9148	0.7006	0.8944
MT-ND2	0.1512	0.189	0.0939	0.1568
MT-CO1	0.1378	0.1014	0.0772	0.0537
MT-ND3	0.158	0.3004	0.1318	0.2282
MT-ND4	0.3282	0.8408	0.244	0.7958
MT-ND1	0.3502	0.7108	0.299	0.6484
MT-ATP6	0.185	0.1474	0.1582	0.1382
MT-CO3	0.6206	0.7086	0.5454	0.6486
MT-RNR2	0.3002	0.2964	0.2628	0.3112
MT-RNR1	0.3688	0.2896	0.3462	0.2788
