gene	DDcategory	Clusters.combined	Clusters.c1	Clusters.c2	nonzero.pvalue	nonzero.pvalue.adj	zero.pvalue	zero.pvalue.adj	combined.pvalue	combined.pvalue.adj
gene618	DB	1	2	1	0	0	0.321637892983278	0.376901002470517	0	0
gene619	DB	2	2	1	0	0	0.0866462725746864	0.116264706574554	0	0
gene620	DB	2	3	1	0	0	1.89664683477975e-07	5.02090492330841e-07	0	0
gene621	DZ	2	2	2	0	0	0.00172707931550141	0.00298802649740728	0	0
gene622	NS	1	1	1	0.000315622457803144	0.000317527623544411	0.0363971928461562	0.0521636586831332	0.000142152296857697	0.000142974399655717
gene623	DB	2	2	1	0	0	6.285844336565e-07	1.58883901082212e-06	0	0
gene624	DZ	2	2	2	0	0	9.81716426262098e-08	2.67588804432599e-07	0	0
gene625	DB	1	3	1	0	0	2.01079912013155e-09	6.31830045603001e-09	0	0
gene626	DB	1	2	1	0	0	0.516145850972399	0.570642179073962	0	0
gene627	NS	2	2	2	5.21804821573824e-15	6.02545983341598e-15	0.476181046385299	0.533013624049586	8.60429423914502e-14	9.14256261298448e-14
gene628	DB	2	2	1	0	0	0.0461936555255773	0.0650614866557427	0	0
gene629	DZ	2	2	2	0.000718287712712318	0.000721715863061862	6.71233633861476e-13	2.74814179677165e-12	1.74863569876821e-14	1.87395654255133e-14
gene630	DZ	1	1	1	0	0	6.06602508137633e-16	3.01792292605788e-15	0	0
gene631	DM	1	3	2	2.63257748933654e-09	2.74369722703131e-09	5.30593108338642e-08	1.47900518003803e-07	5.23910286080239e-15	5.64862842135029e-15
gene632	DB	1	1	2	0	0	0.000674909891709189	0.00124064318328895	0	0
gene633	DB	2	2	3	0	0	6.5384880402331e-28	6.4102823923854e-27	0	0
gene634	DE	1	1	1	0	0	0.00944288586255512	0.0148007615400551	0	0
gene635	DB	1	2	1	0	0	1.77525582928842e-24	1.46563948754462e-23	0	0
gene636	NS	1	1	1	7.4495964952348e-14	8.38682408695165e-14	0.374999214255635	0.431653771805047	8.99784481995338e-13	9.47016952501342e-13
gene637	DZ	2	2	2	5.47339951140202e-14	6.17678037681142e-14	0.000214553709116538	0.000418947930908543	4.69538469359632e-16	5.12386816924984e-16
gene638	DM	1	2	3	0	0	2.43994277358907e-10	8.2326200711567e-10	0	0
gene639	DB	1	3	1	0	0	0.0240647400869968	0.0354740963139809	0	0
gene640	DB	2	2	1	0	0	0.00414028449876726	0.00680548099242616	0	0
gene641	DE	3	1	1	0	0	1.99875301152772e-29	2.07932693006785e-28	0	0
gene642	DB	1	3	1	0	0	0.00625215969909622	0.0100476652456347	0	0
gene643	DZ	1	3	3	0	0	2.17997850716056e-19	1.3571850628237e-18	0	0
gene644	DZ	1	1	1	0.00557085402707358	0.0055876168777067	0.00114610479148711	0.00204205753494363	8.27569529269576e-05	8.32774369076303e-05
gene645	DB	1	2	3	0	0	0.0454820135813162	0.0641156138591241	0	0
gene646	DZ	2	2	2	0	0	2.12305150686933e-20	1.40949477634478e-19	0	0
gene647	DE	1	1	1	0	0	0.000712993385954546	0.00130644688218882	0	0
gene648	DB	2	2	1	3.70025199369906e-08	3.81420125622889e-08	1.50740678156212e-30	1.63626244945685e-29	4.84037064329654e-36	5.70126106395352e-36
gene649	DB	1	2	1	0	0	9.25321216911106e-11	3.21850858056037e-10	0	0
gene650	DB	2	2	1	0	0	0.0564422539761509	0.0782561580258591	0	0
gene651	NS	1	1	1	0	0	0.555974068064194	0.608869615949836	0	0
gene652	DB	2	2	1	0	0	0.178888219390016	0.22326142825587	0	0
gene653	DB	2	1	2	0	0	0.162418070175841	0.205073320929092	0	0
gene654	DB	2	2	1	0	0	0.168987001201386	0.212462047715085	0	0
gene655	DB	1	2	1	0	0	0.0372403521273262	0.0532670868976595	0	0
gene656	NS	2	2	2	0	0	0.0846080975050691	0.113797037666535	0	0
gene657	DB	2	2	1	0	0	0.000469016919269483	0.000875644190001368	0	0
gene658	DZ	1	1	1	0	0	1.18172894660163e-06	2.89994833521872e-06	0	0
gene659	DE	1	1	1	0	0	0.119587375672753	0.155864940596615	0	0
gene660	NS	2	2	2	0	0	0.748770799957755	0.787661591014075	0	0
gene661	NS	2	2	2	0	0	0.360038844244459	0.416771922146676	0	0
gene662	NS	1	1	1	0	0	0.0326458948954543	0.0470995778473642	0	0
gene663	DZ	1	3	3	2.22044604925031e-16	2.63985263694494e-16	3.65717716283536e-17	1.96358505387134e-16	6.08156458209527e-31	7.09116989604463e-31
gene664	DB	1	2	1	0	0	0.485415822053959	0.54221259095667	0	0
gene665	NS	2	2	2	0	0	0.175777999216573	0.219928682160242	0	0
gene666	DZ	2	2	2	1.19293352973671e-10	1.26437046077022e-10	0.000153954420073151	0.00030538937777962	5.9924264777814e-13	6.3128011354031e-13
gene667	DB	1	2	1	0	0	0.835994534831634	0.862086110634904	0	0
gene668	DB	1	3	1	0	0	6.64398216112538e-102	4.78845561162189e-100	0	0
gene669	DB	1	3	1	0	0	1.28770583790575e-10	4.41373037842587e-10	0	0
gene670	DB	1	1	3	1.06914477271403e-12	1.17520722474749e-12	1.91146259032721e-08	5.54851259891788e-08	9.46956413590225e-19	1.05451716435437e-18
gene671	DB	2	2	1	0	0	0.00368715488756294	0.00609699030601562	0	0
gene672	DM	2	2	3	0	0	1.34190537679108e-30	1.46057728086104e-29	0	0
gene673	DZ	1	1	1	0	0	0.00260102456148318	0.00439932923174256	0	0
gene674	NS	2	2	2	0	0	0.554362764682356	0.607520838008061	0	0
gene675	DB	2	2	1	0	0	0.0309682636104294	0.0448003813532433	0	0
gene676	DZ	1	3	3	0	0	0.00269923742110203	0.0045575980094589	0	0
gene677	NS	1	3	3	0	0	0.0309738760343247	0.0448003992541308	0	0
gene678	DE	1	1	1	4.70199768010104e-10	4.94361695897074e-10	1.42060790030076e-06	3.46489731780674e-06	2.40083530992334e-14	2.56705192186404e-14
gene679	NS	2	2	2	0	0	0.987167642425137	0.989889839483717	0	0
gene680	DE	1	1	1	4.49640324973188e-14	5.08355370235374e-14	0.000329725783310903	0.00062834832455627	5.89327995554313e-16	6.42406862574534e-16
gene681	DM	2	2	3	0	0	3.35391102197972e-16	1.70033511887438e-15	0	0
gene682	DM	2	2	3	0	0	4.41528158068092e-05	9.31248421973303e-05	0	0
gene683	DZ	2	2	2	0	0	0.000836266837024366	0.00152048515822612	0	0
gene684	NS	2	2	2	0	0	0.748325546813509	0.787296735206216	0	0
gene685	DB	1	2	1	0	0	4.17499835038094e-10	1.38359514511382e-09	0	0
gene686	DE	1	1	1	0	0	4.28123850629916e-40	6.74210788393568e-39	0	0
gene687	DB	1	1	3	0	0	0.0139990316884263	0.0213359217960393	0	0
gene688	DB	2	2	1	0	0	0.183606865021848	0.228643983733931	0	0
gene689	DE	1	1	1	1.80287895723552e-10	1.90528819787109e-10	4.32536272796248e-14	1.91176253169613e-13	4.22720958709138e-22	4.79343397544026e-22
gene690	DZ	2	2	2	0	0	0.00136320973479401	0.00240213169126698	0	0
gene691	NS	1	1	1	0	0	0.379031914947863	0.435543711517223	0	0
gene692	DZ	1	1	1	6.67102484364079e-10	6.99910803267231e-10	4.60844742650714e-09	1.40219524001089e-08	1.27040967254758e-16	1.39490493828996e-16
gene693	DB	2	2	1	0	0	0.00602457179941875	0.00970726573924472	0	0
gene694	NS	2	2	2	0	0	0.0362760445700051	0.0520086660501865	0	0
gene695	NS	1	1	1	0	0	0.572236587766952	0.624371617858104	0	0
gene696	DM	2	2	3	0	0	5.07953673608674e-29	5.17659794760433e-28	0	0
gene697	NS	2	2	2	0	0	0.674303836227583	0.719065674462898	0	0
gene698	DB	2	2	1	0	0	1.39780273889131e-07	3.75501071562475e-07	0	0
gene699	DB	1	2	1	0	0	0.0234409566040608	0.0346247512615374	0	0
gene700	DB	1	2	1	0	0	5.40081032506407e-09	1.63598949642229e-08	0	0
gene701	DE	1	1	1	9.58455537158898e-13	1.05513200733056e-12	1.99418636707886e-07	5.26170545403394e-07	8.42925574789123e-18	9.33860213033234e-18
gene702	DE	3	1	1	2.77555756156289e-15	3.22411216676392e-15	1.81732031050355e-40	2.90190867944678e-39	6.35674601682516e-53	7.59694773447882e-53
gene703	NS	1	1	1	0	0	0.0493535419794113	0.0689656481808368	0	0
gene704	DE	1	1	1	2.88375079371406e-09	3.00508093652631e-09	0.711270396503855	0.753564186469454	4.30836606023741e-08	4.3906915263566e-08
gene705	NS	2	2	2	0	0	0.0379248465759861	0.0541874637791327	0	0
gene706	DZ	2	2	2	0	0	1.74285642129874e-07	4.63217653501325e-07	0	0
gene707	NS	1	1	1	0	0	0.0370839769699772	0.0530528998139875	0	0
gene708	DE	1	1	1	0	0	1.43094571315355e-07	3.83631558486207e-07	0	0
gene709	NS	2	2	2	0	0	0.725560280078298	0.766774404309959	0	0
gene710	DE	1	1	1	0	0	7.28019837044797e-44	1.34197204985216e-42	0	0
gene711	DZ	1	1	1	0	0	1.92136949244905e-06	4.62980600590132e-06	0	0
gene712	DB	1	1	2	8.72302230447985e-13	9.61346995947635e-13	9.17097251227719e-09	2.73148846233126e-08	3.78192274529397e-19	4.21854182408697e-19
gene713	NS	2	2	2	0	0	0.215734360525981	0.263774244873582	0	0
gene714	DE	1	1	1	0	0	0.724689856273542	0.766134858843868	0	0
gene715	DB	1	1	3	0	0	4.45795250514354e-153	9.38516316872325e-151	0	0
gene716	DE	1	1	1	0	0	5.15000534383656e-05	0.000107515769182392	0	0
gene717	DZ	1	1	1	5.62589301256189e-07	5.74143948213996e-07	6.79733626548366e-40	1.05795116972508e-38	4.03740171890951e-44	4.7957258724983e-44
gene718	DB	1	2	1	0	0	4.80376733693916e-16	2.4094130843582e-15	0	0
gene719	NS	1	1	1	0	0	0.606287886895425	0.65599000153073	0	0
gene720	DB	1	1	3	0	0	0.000953234863836816	0.00171754029520147	0	0
gene721	DE	1	1	1	0	0	0.336611268281122	0.392149431520166	0	0
gene722	DB	1	2	1	0	0	1.22454139177478e-12	4.90552385287842e-12	0	0
gene723	DM	1	3	2	3.33066907387547e-16	3.9486296074398e-16	1.17693855874397e-06	2.88996576732711e-06	1.9713950717411e-20	2.21536178872437e-20
gene724	DZ	2	2	2	0	0	8.42252192237073e-05	0.000172327814268455	0	0
gene725	DB	1	2	1	0	0	7.31086341247291e-20	4.66774998402101e-19	0	0
gene726	DM	2	2	3	0	0	7.61734945810711e-05	0.000156494082344265	0	0
gene727	DE	1	1	1	0	0	0.0015752095519308	0.00274247582490673	0	0
gene728	DM	1	3	2	3.29166133350434e-07	3.36570688497376e-07	0.513497288798518	0.568342322964602	2.80468317555016e-06	2.83623630443702e-06
gene729	DZ	1	1	1	0	0	1.76843489739173e-13	7.57765355068765e-13	0	0
gene730	NS	2	2	2	0	0	0.821349822423483	0.849928674089751	0	0
gene731	DB	1	2	1	0	0	0.00148364564888469	0.00259775994551926	0	0
gene732	DE	1	1	1	0	0	3.7592329928464e-07	9.67938974662735e-07	0	0
gene733	DB	1	1	3	1.10747855330828e-10	1.17426486765623e-10	1.1245136709226e-37	1.62678288741063e-36	1.35748419343767e-45	1.61437097480323e-45
gene734	DZ	2	2	2	0	0	7.73729187876587e-10	2.50499130028842e-09	0	0
gene735	DE	1	1	1	0	0	1.5578548827951e-68	5.96308089108171e-67	0	0
gene736	DB	2	2	1	4.44089209850063e-16	5.25160928130155e-16	3.11638905759178e-12	1.20907431914327e-11	8.69744321797884e-26	9.99706117009062e-26
gene737	DZ	2	2	2	0	0	0.00127206111261862	0.00225143559755508	0	0
gene738	DB	1	3	1	0	0	1.06200991246426e-11	3.95718644607085e-11	0	0
gene739	NS	2	2	2	0	0	0.252681327899126	0.302975213308305	0	0
gene740	DE	1	1	1	0	0	3.05147052149825e-05	6.57113436661803e-05	0	0
gene741	DB	1	2	1	0	0	0.00958474493036347	0.0150113467977502	0	0
gene742	DE	1	1	1	7.7715611723761e-16	9.14166878091586e-16	8.90327635693113e-08	2.43342025471298e-07	3.59974286989919e-21	4.0629152030465e-21
gene743	NS	2	2	2	0	0	0.44383323760745	0.50150648317226	0	0
gene744	DZ	2	2	2	0	0	0.00600343890354897	0.00967516342231905	0	0
gene745	DB	2	2	1	0	0	0.225623309426306	0.274355749416393	0	0
gene746	DE	1	1	1	0	0	0.695518291622807	0.738832337403061	0	0
gene747	DZ	1	3	3	0	0	3.48764950517867e-07	9.00910430785578e-07	0	0
gene748	DB	2	2	1	0	0	0.981934097526678	0.985590737937724	0	0
gene749	NS	2	2	2	0	0	0.31640929524234	0.371645039192294	0	0
gene750	DE	1	1	1	0	0	3.10318190661244e-09	9.57772193398902e-09	0	0
gene751	DB	1	2	3	0	0	0.000555523821201891	0.00102898600824615	0	0
gene752	NS	2	2	2	0	0	0.766807152984951	0.803138685506879	0	0
gene753	DM	1	2	3	0	0	0.00478846685337408	0.00780675256307167	0	0
gene754	DM	2	3	2	0	0	6.50352758560543e-11	2.29300223379654e-10	0	0
gene755	NS	1	1	1	8.77254263009775e-07	8.93448008157632e-07	0.116910713807719	0.152649862977274	1.75304619050249e-06	1.77568618941757e-06
gene756	DZ	1	1	1	0	0	1.47508932346088e-05	3.27706597825245e-05	0	0
gene757	NS	1	1	1	0	0	0.0723621034078431	0.0985020975434311	0	0
gene758	DB	1	1	3	0.000617608674781334	0.00062063426683214	0.0280477967795436	0.0409158231649068	0.000207238489953199	0.000208306058503027
gene759	DB	3	2	1	8.23785484271866e-14	9.26121960957691e-14	0.000820248230438063	0.00149373681846221	2.58346061470815e-15	2.79293039427908e-15
gene760	DB	1	2	1	0	0	2.3097676629964e-38	3.3967171514653e-37	0	0
gene761	DE	1	1	1	0	0	0.00283604128562891	0.0047785025874118	0	0
gene762	DE	1	1	1	0	0	7.35048682784103e-15	3.41684454519048e-14	0	0
gene763	DB	1	1	3	3.69150265910889e-11	3.94707581834685e-11	1.42569528657371e-08	4.17786164563725e-08	2.26772560917761e-17	2.50473627963839e-17
gene764	DB	2	2	1	0	0	0.000195550871144277	0.000383527082410937	0	0
gene765	DE	1	1	1	0	0	0.00774956967280137	0.0123033453824987	0	0
gene766	DM	2	2	3	0	0	0.000827964816151965	0.00150676035696445	0	0
gene767	DE	3	1	1	2.7857036899448e-08	2.87593618783822e-08	2.36961101272184e-13	1.00460456289214e-12	3.13331687819486e-19	3.49895798793396e-19
gene768	DZ	1	1	1	0	0	9.31201510916909e-08	2.54079539131489e-07	0	0
gene769	DB	2	2	1	0	0	6.07042354354419e-07	1.53632990662301e-06	0	0
gene770	NS	2	2	2	0	0	0.076277254879962	0.10337422311362	0	0
gene771	DM	1	2	3	0	0	0.0368764929238442	0.0527766238087885	0	0
gene772	NS	1	1	1	0	0	0.0182438793282911	0.02735726984561	0	0
gene773	NS	2	2	2	0	0	0.616771907389886	0.665700925407325	0	0
gene774	DB	1	2	1	0	0	2.7255007636473e-17	1.47623602634925e-16	0	0
gene775	NS	1	1	1	0	0	0.455697541305188	0.513229639022149	0	0
gene776	DB	1	2	3	0	0	4.34433835239407e-06	1.01355225486009e-05	0	0
gene777	DB	1	2	3	0	0	3.30896856168979e-14	1.47228857027355e-13	0	0
gene778	NS	2	2	2	0	0	0.259311894764517	0.309857379853045	0	0
gene779	DB	2	2	1	0	0	4.54859428121891e-05	9.56843393367113e-05	0	0
gene780	DB	2	3	1	0	0	1.84097233013707e-18	1.08302609121339e-17	0	0
gene781	DZ	2	2	2	2.08610906327067e-13	2.32889652611853e-13	3.34623567242248e-17	1.79905143678628e-16	4.75619961192601e-28	5.50565719800435e-28
gene782	NS	1	3	3	0	0	0.243323010027037	0.293204410335336	0	0
gene783	DB	1	2	1	0	0	2.43147986321821e-35	3.20987440688872e-34	0	0
gene784	NS	2	2	2	0	0	0.0714197196722739	0.0973469482242728	0	0
gene785	DE	1	1	1	3.33066907387547e-16	3.9486296074398e-16	4.0979546521254e-18	2.34671705204032e-17	1.0465212883072e-31	1.22203624382683e-31
gene786	DZ	1	1	1	0	0	4.10498239947513e-13	1.70596671147019e-12	0	0
gene787	DZ	2	2	2	0	0	1.32764481110083e-18	7.87919769199305e-18	0	0
gene788	DZ	2	2	2	0	0	2.06724959280725e-19	1.28800597682695e-18	0	0
gene789	DB	2	2	1	0	0	0.594811820207806	0.644869841667224	0	0
gene790	DB	1	1	3	0	0	8.43802870976069e-29	8.5232613229906e-28	0	0
gene791	DB	2	2	1	0	0	5.5649339648439e-27	5.26857653476346e-26	0	0
gene792	DE	1	1	1	0	0	9.36912389409734e-07	2.32484463873383e-06	0	0
gene793	NS	2	2	2	0	0	0.272783874086542	0.324549523005999	0	0
gene794	DZ	2	2	2	0	0	3.37051525799166e-07	8.72342997862611e-07	0	0
gene795	DZ	1	1	1	0	0	0.000206349262925573	0.000403715848228072	0	0
gene796	DE	1	1	1	0	0	9.81798045641678e-39	1.45992274444859e-37	0	0
gene797	DB	1	1	2	1.89407886042048e-08	1.95896973282015e-08	5.32548614030043e-06	1.23168225274367e-05	3.11936638267877e-12	3.267207523099e-12
gene798	DE	1	1	1	1.54376511574128e-12	1.69063941491174e-12	0.619589976645611	0.668291736977874	2.74281500716908e-11	2.84819834596997e-11
gene799	DM	2	2	3	0	0	1.08004699550287e-05	2.43048550324133e-05	0	0
gene800	DE	1	1	1	1.60774726865043e-11	1.72876050392519e-11	1.11252623748246e-10	3.83795166013785e-10	8.72380413186879e-20	9.77320166012468e-20
gene801	DE	1	1	1	0	0	7.11276287149899e-19	4.30750211748614e-18	0	0
gene802	DZ	2	2	2	1.5137890940764e-12	1.6582654734508e-12	0.0143101282248488	0.0217851619027194	7.03234439110221e-13	7.40441631071567e-13
gene803	DB	1	2	1	0	0	0.00509574335330022	0.00827063234457329	0	0
gene804	DB	2	2	1	0	0	0.000998960240257545	0.00179346542236543	0	0
gene805	DZ	2	2	2	2.22044604925031e-16	2.63985263694494e-16	1.96049713195342e-11	7.17145727280629e-11	2.68586263233496e-25	3.0840966066714e-25
gene806	NS	1	3	3	0	0	0.205958489053513	0.253059117252051	0	0
gene807	DM	1	2	3	0	0	0.171907028843179	0.215692633429334	0	0
gene808	DZ	2	2	2	0	0	0.000468516661723111	0.000874914400976864	0	0
gene809	DB	1	2	1	0	0	2.35516597251034e-05	5.13527603708986e-05	0	0
gene810	DE	1	1	1	0	0	6.3271318758749e-10	2.06600224518364e-09	0	0
gene811	DE	1	1	1	3.10378389656307e-11	3.3231090969626e-11	0.0270261343730108	0.0394974561534685	2.41640595198214e-11	2.50989971641874e-11
gene812	DE	1	1	1	4.11544132106201e-11	4.39801370137538e-11	3.48397417078747e-06	8.19999804833767e-06	5.37406383790448e-15	5.79335813276321e-15
gene813	NS	2	2	2	0	0	0.371690250067746	0.428276249537947	0	0
gene814	DB	2	2	1	0	0	0.0920436220855784	0.122827185435301	0	0
gene815	DE	1	1	1	0	0	0.842181939984556	0.867111392519492	0	0
gene816	DM	2	2	3	0	0	0.0206709572984245	0.0308004578855272	0	0
gene817	NS	1	1	1	0.000554837653720219	0.000557695844925462	0.030350875858338	0.0440027196206423	0.000201939027589272	0.000203004802803993
gene818	DZ	2	2	2	0	0	2.96289247706601e-05	6.3889864734577e-05	0	0
gene819	NS	1	1	1	0	0	0.0469189367047104	0.0659436917845543	0	0
gene820	DE	1	1	1	0	0	0.00208343921190823	0.00356600635328751	0	0
gene821	NS	2	2	2	0	0	0.413325006833383	0.470422542988628	0	0
gene822	DZ	1	1	1	1.88118076671628e-10	1.98672556220862e-10	2.4873362939612e-09	7.75172978250472e-09	2.02166478261262e-17	2.23357523282709e-17
gene823	DE	1	1	1	0	0	8.50036812450301e-06	1.9280676210951e-05	0	0
gene824	DZ	2	2	2	0	0	5.51770587181953e-05	0.000114892365889006	0	0
gene825	DZ	1	1	1	6.04960526118248e-13	6.69111600849714e-13	9.33805842381356e-22	6.7422804504069e-21	4.38128185427955e-32	5.1220597448833e-32
gene826	DZ	2	2	2	0	0	5.2806726672343e-24	4.26721023614893e-23	0	0
gene827	DE	1	1	1	0	0	0.000120403574200651	0.000241834946925735	0	0
gene828	DM	2	2	3	0	0	0.0392015748785042	0.0558625933430769	0	0
gene829	DB	1	2	1	0	0	0.0138451661151536	0.021126203190016	0	0
gene830	DE	1	1	1	0	0	0.943606555945908	0.953740043912478	0	0
gene831	DB	2	1	2	2.03744798810135e-10	2.15119227990112e-10	0.000145349462619055	0.000289252661928469	9.52111908141444e-13	1.00195938767845e-12
gene832	NS	2	2	2	3.33066907387547e-16	3.9486296074398e-16	0.0399949660076953	0.0569120825438566	5.30937613126821e-16	5.78915211259992e-16
gene833	DE	1	1	1	0	0	0.786937234241795	0.820561826624815	0	0
gene834	DM	1	2	3	0	0	3.47224611336554e-05	7.43919895739804e-05	0	0
gene835	DM	2	2	3	0	0	1.26725180632282e-07	3.41692431768877e-07	0	0
gene836	DZ	1	3	3	0	0	0.0164956043931727	0.0248568158119009	0	0
gene837	NS	2	2	2	0	0	0.386537741337972	0.442941828525317	0	0
gene838	NS	2	2	2	1.02120809586381e-08	1.05852095969299e-08	0.0798712399220567	0.107861228794135	1.78848195504416e-08	1.82731234231842e-08
gene839	DZ	1	1	1	0	0	4.64990011424832e-22	3.4221895965029e-21	0	0
gene840	NS	2	2	2	0	0	0.0433009905764069	0.061256927429046	0	0
gene841	DB	1	2	1	0	0	1.95337494543289e-21	1.38660155842619e-20	0	0
gene842	DE	1	1	1	2.29434204968015e-09	2.39305559288673e-09	0.412934587945579	0.470045063113921	2.06320877893281e-08	2.10746555560042e-08
gene843	NS	1	1	1	0	0	0.44397591246041	0.50159189169092	0	0
gene844	NS	1	1	1	0	0	0.739601644629528	0.779439311650469	0	0
gene845	DB	1	1	3	5.55111512312578e-16	6.54998834587113e-16	0.00650162923127395	0.010427633089453	1.48562821800945e-16	1.62987187933017e-16
gene846	DB	1	2	1	0	0	0.854210107540848	0.877575556739024	0	0
gene847	DB	1	1	2	1.23900889548167e-13	1.38902342542789e-13	0.128182980042502	0.165718138387203	5.20509687828189e-13	5.4869910431223e-13
gene848	DB	2	2	1	0	0	0.950580063115917	0.958850145621906	0	0
gene849	DM	1	3	2	2.12726503079352e-11	2.28308562467778e-11	1.10134436713303e-08	3.25480418805475e-08	1.0284589867832e-17	1.13877811685337e-17
gene850	DE	1	1	1	0	0	0.469355497655911	0.526626084326408	0	0
gene851	DE	1	1	1	8.88178419700125e-16	1.04261589986809e-15	3.21395201912099e-33	3.86060302597116e-32	3.15358301296378e-46	3.75203213915977e-46
gene852	DB	2	2	1	0	0	0.00749195652838563	0.0119209186648426	0	0
gene853	DB	1	2	1	0	0	1.42281290901893e-17	7.8794851994826e-17	0	0
gene854	DZ	2	3	3	0	0	0.000518259415994485	0.000963307464673764	0	0
gene855	DZ	1	3	3	0	0	5.97279661399954e-05	0.000124013425673492	0	0
gene856	DE	1	1	1	0	0	7.13849512086146e-08	1.9678828727392e-07	0	0
gene857	NS	2	2	2	0	0	0.0513266581489238	0.0715478768411553	0	0
gene858	DM	1	3	2	0	0	1.58842330938581e-29	1.66327048103227e-28	0	0
gene859	DZ	2	2	2	0	0	0.000796983154790983	0.00145302307163351	0	0
gene860	DB	1	3	1	0	0	1.97590086359725e-16	1.0139324508517e-15	0	0
gene861	DB	1	1	2	4.44089209850063e-16	5.25160928130155e-16	0.0243482320604664	0.035852357166157	4.33222991157906e-16	4.72950863709505e-16
gene862	NS	1	1	1	0	0	0.845867282512436	0.870121931348784	0	0
gene863	NS	2	2	2	3.53443940781517e-11	3.78014909926756e-11	0.0418768253903038	0.0594419097094447	4.17967130108899e-11	4.33575861108817e-11
gene864	DE	1	1	1	0	0	8.84137020011436e-213	5.05221154292249e-210	0	0
gene865	NS	1	1	1	0	0	0.0850830614423268	0.114358953551514	0	0
gene866	DE	1	1	1	0	0	8.1809068495722e-14	3.57244840592672e-13	0	0
gene867	DB	1	2	1	0	0	1.30008540278697e-06	3.17966469651352e-06	0	0
gene868	DZ	2	2	2	0	0	0.000693532042811242	0.00127282779134892	0	0
gene869	NS	2	2	2	0	0	0.638984684426061	0.686078506720532	0	0
gene870	DB	2	3	1	0	0	0.314268639957059	0.369347600948504	0	0
gene871	DZ	1	1	1	0	0	9.56665399667987e-05	0.000194790613320028	0	0
gene872	DM	2	2	3	0	0	8.4421260901466e-32	9.67578921506774e-31	0	0
gene873	DB	2	2	1	5.01642061223606e-11	5.35156219467776e-11	0.150627406650033	0.191768409992887	2.01057850121425e-10	2.07677572752924e-10
gene874	DM	2	3	2	1.11022302462516e-16	1.32662945436912e-16	8.15032882134736e-12	3.05685094096479e-11	5.72508014623183e-26	6.58622967642431e-26
gene875	DZ	1	3	3	0	0	3.91602181454546e-09	1.20169445785822e-08	0	0
gene876	DE	1	1	1	0	0	0.535434076697142	0.589360568736535	0	0
gene877	DZ	2	2	2	0	0	1.62189758052816e-07	4.32073947526648e-07	0	0
gene878	DZ	2	3	3	0	0	0.000886840201251053	0.00160695846206306	0	0
gene879	NS	1	1	1	2.37942998637664e-12	2.59621384220037e-12	0.797366024937985	0.828970526251316	5.31059142915668e-11	5.50391649608154e-11
gene880	DM	1	2	3	0	0	0.00122037957285859	0.00216619404989322	0	0
gene881	DE	1	1	1	0	0	4.09491247280701e-44	7.58317124593891e-43	0	0
gene882	NS	2	2	2	0	0	0.0378508717269415	0.054091992464368	0	0
gene883	DE	1	1	1	0	0	5.8144731617805e-17	3.09692312212011e-16	0	0
gene884	DB	2	2	1	0	0	0.584652121812938	0.635405104537903	0	0
gene885	NS	1	1	1	5.33755417642112e-09	5.54623112240148e-09	0.0177475036834562	0.0266379042153188	2.28105738466935e-09	2.33984601581675e-09
gene886	DB	2	2	1	0	0	0.832921147210601	0.859848839606621	0	0
gene887	NS	1	1	1	0.0194574888292516	0.0194842797138581	0.331787732249099	0.387150212659392	0.0390107340059216	0.039044898291927
gene888	DB	1	3	1	0	0	0.00462488974015873	0.00755084039209589	0	0
gene889	NS	1	1	1	2.55351295663786e-15	2.9692011123696e-15	0.355751006523505	0.412106581550542	3.23712076422372e-14	3.45615455942744e-14
gene890	DE	1	1	1	0	0	0.0110236092964788	0.0171074441070476	0	0
gene891	DB	1	3	1	0	0	9.05055547118432e-26	8.03493572643033e-25	0	0
gene892	DZ	2	2	2	0	0	2.0685873330176e-11	7.54958880663356e-11	0	0
gene893	DM	2	2	3	0	0	2.95425645409778e-11	1.06507668466797e-10	0	0
gene894	DB	2	2	1	0	0	0.0375539266573299	0.0536772223081364	0	0
gene895	DB	1	2	1	0	0	0.76536576237002	0.802027831972838	0	0
gene896	DB	1	2	3	0	0	1.95956850592702e-18	1.15015026026531e-17	0	0
gene897	DZ	2	2	2	0	0	2.38333760093943e-11	8.65488007603968e-11	0	0
gene898	DB	1	1	3	0	0	3.87003609369763e-48	8.41312194282094e-47	0	0
gene899	DB	1	1	3	4.36856328889235e-10	4.59486015134614e-10	0.110720039438479	0.145278057324559	1.19723138503005e-09	1.22982165899337e-09
gene900	DE	1	1	1	0	0	1.75708647312429e-33	2.12336733912301e-32	0	0
gene901	DB	1	2	1	0	0	0.000282310033917312	0.000542903911379447	0	0
gene902	DB	1	2	1	0	0	2.38783059342964e-53	6.24269436190755e-52	0	0
gene903	DZ	1	1	1	7.88258347483861e-15	9.06044077567656e-15	2.08130855522355e-18	1.21981453785995e-17	1.21712923700503e-30	1.41835890692502e-30
gene904	DZ	2	2	2	0	0	1.55080111579929e-08	4.53450618654763e-08	0	0
gene905	DB	1	1	3	0	0	7.81446005588922e-26	6.96165706538015e-25	0	0
gene906	NS	2	2	2	0	0	0.100359064622469	0.132793998838861	0	0
gene907	DB	2	2	3	0	0	0.000973546028650998	0.00175137581048077	0	0
gene908	DE	1	1	1	0	0	0.0734153794802322	0.0998000060903751	0	0
