geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.876	0.776	0.857	0.48	0.841	0.758	0.826	0.487	0.978594391675571	0.351985771620387	0.803581665151673
EE	0.691	0.527	0.417	0.598	0.658	0.524	0.406	0.587	0.51034468124474	4.24776185952151e-35	0.173166610014375
EE	0.466	0.455	0.393	0.482	0.448	0.459	0.361	0.468	0.353454058584097	1.04874643193651e-20	0.341313448394912
EE	0.564	0.492	0.807	0.741	0.579	0.476	0.81	0.757	0.587388573341735	0.00520571554616825	0.730367460606232
varDE	0.116	0.03	0.1	0.456	0.148	0.034	0.111	0.442	0.48785232878164	1.15886778301346e-81	5.25231971282609e-07
EE	0.673	0.868	0.551	0.148	0.667	0.865	0.531	0.158	0.441538937095674	0.0203746281329993	0.721946776616611
meanDE	0.287	0.51	0.224	0.25	0.274	0.476	0.218	0.258	0.105364194022977	6.02220588761872e-09	0.501964390005105
EE	0.96	0.859	0.836	0.919	0.958	0.868	0.816	0.889	0.79459988820675	1.03162440332884e-05	0.839972200832004
meanDE	0.055	0.043	0.05	0.045	0.058	0.055	0.059	0.05	0.0201487165876688	1.98942256575786e-60	0.00288276524353476
EE	0.351	0.296	0.481	0.346	0.31	0.271	0.433	0.334	0.697717471789921	1.12768729978611e-06	0.784819316556899
EE	0.064	0.06	0.057	0.077	0.068	0.072	0.085	0.108	0.0958522785041508	1.19692167955383e-17	0.141410660542532
EE	0.481	0.719	0.491	0.277	0.465	0.721	0.479	0.26	0.422191602182283	0.000120158040525075	0.745755480839603
meanDE	0.051	0.111	0.081	0.1	0.071	0.115	0.091	0.123	0.091371190620996	3.38874826211744e-52	0.0847583228815136
EE	0.29	0.248	0.298	0.46	0.286	0.22	0.318	0.427	0.700333716106146	1.40977813097589e-05	0.566337601555514
EE	0.843	0.746	0.965	0.661	0.825	0.713	0.951	0.65	0.943586376830974	0.94661976238354	0.936191968644553
meanDE	0.949	0.988	0.901	0.841	0.952	0.979	0.883	0.821	0.812028500782563	0.00780194564804268	0.84507096951887
EE	0.373	0.266	0.42	0.475	0.38	0.228	0.435	0.491	0.361585260515791	4.18900032708835e-09	0.852897086557144
EE	0.396	0.514	0.503	0.334	0.381	0.555	0.509	0.357	0.312667750185965	6.8451200714415e-64	0.567823868986685
EE	0.265	0.285	0.256	0.532	0.248	0.258	0.252	0.515	0.460840850963769	4.71030104101771e-46	0.557024165653361
EE	0.735	0.93	0.714	0.706	0.743	0.946	0.709	0.703	0.993530798263786	0.0260490807209055	0.710189666972934
EE	0.979	0.99	0.584	0.668	0.982	0.989	0.596	0.679	0.834142237041905	0.00487189193708658	0.705240542916905
meanDE	0.012	0.038	0.009	0.539	0.014	0.041	0.027	0.556	0.0131636871179528	4.2981939513692e-10	0.0540384968762736
varDE	0.001	0.001	0.001	0.058	0.001	0.001	0.001	0.045	0.792247054914019	3.79860226847772e-108	1.31953340308376e-07
EE	0.024	0.141	0.046	0.154	0.034	0.147	0.049	0.166	0.187443829612605	2.09279059360097e-08	0.239549348727942
EE	0.373	0.304	0.949	0.648	0.432	0.329	0.946	0.614	0.60670405307469	3.70034426230403e-06	0.307113959612657
EE	0.28	0.148	0.399	0.222	0.282	0.167	0.403	0.237	0.964190072322215	0.145729877019398	0.776324612212967
EE	0.788	0.732	0.84	0.865	0.762	0.733	0.805	0.851	0.962950224567799	4.98909107058154e-06	0.560261489895704
EE	0.708	0.891	0.404	0.757	0.747	0.884	0.382	0.787	0.660605459269114	0.109266599953928	0.817391565936387
EE	0.719	0.662	0.711	0.644	0.695	0.634	0.679	0.629	0.627531172298138	4.14969880280716e-08	0.175893994463661
EE	0.368	0.238	0.46	0.627	0.353	0.226	0.477	0.589	0.197820206181042	1.1807333213451e-12	0.261087797030959
EE	0.298	0.243	0.451	0.732	0.303	0.262	0.449	0.713	0.36428037006684	0.0990267298416986	0.952531118689499
varDE	0.007	0.001	0.001	0.184	0.006	0.001	0.004	0.177	0.877998418098529	2.02019755579563e-78	3.39924816539441e-07
EE	0.894	0.928	0.982	0.114	0.932	0.93	0.978	0.132	0.999544750139932	0.138853818978378	0.669065444948779
EE	0.306	0.329	0.393	0.168	0.32	0.331	0.408	0.193	0.814751670459626	0.0246067271543078	0.563740851380839
EE	0.147	0.167	0.151	0.339	0.12	0.148	0.159	0.345	0.0716242266337885	6.53034695502282e-46	0.0556330414139229
EE	0.155	0.149	0.205	0.222	0.153	0.147	0.209	0.189	0.155986541284602	7.30051670013532e-32	0.384102290689402
meanDE	0.004	0.009	0.003	0.001	0.004	0.004	0.003	0.002	0.00069548392502179	8.60716575999444e-132	0.0534566565500707
EE	0.799	0.808	0.954	0.348	0.811	0.831	0.952	0.343	0.904327254121478	0.00293717123947247	0.569486625589887
EE	0.9	0.826	0.66	0.17	0.907	0.81	0.644	0.162	0.70320568924837	0.611246064634791	0.74566346243324
EE	0.386	0.286	0.426	0.652	0.348	0.293	0.417	0.686	0.268758312582592	3.88279098754266e-24	0.296135512755824
EE	0.892	0.991	0.66	0.987	0.897	0.991	0.666	0.994	0.824923250266963	9.05811394074989e-10	0.509130139856865
varDE	0.244	0.078	0.317	0.112	0.221	0.09	0.335	0.116	0.195842946212728	1.01831978997558e-20	0.000839141011817179
EE	0.858	0.973	0.934	0.903	0.846	0.975	0.943	0.878	0.92638810741867	0.0101481562833038	0.569355220684381
varDE	0.022	0.008	0.005	0.013	0.035	0.013	0.01	0.014	0.0712301522109994	6.49397593305191e-127	3.67737306041008e-07
EE	0.158	0.194	0.119	0.156	0.181	0.216	0.126	0.189	0.176373478375258	3.40319324681089e-61	0.0492712507643494
EE	0.541	0.564	0.681	0.691	0.523	0.52	0.646	0.691	0.824279287898516	0.000473586995317291	0.412022741806989
EE	0.861	0.967	0.992	0.778	0.877	0.964	0.992	0.759	0.730006057340686	0.537112288086258	0.992434647185168
EE	0.009	0.01	0.01	0.652	0.014	0.013	0.019	0.623	0.00464912826938923	4.47101298296528e-90	0.00394311434317302
EE	0.151	0.127	0.223	0.327	0.168	0.102	0.213	0.31	0.300878465577821	3.84146477013154e-20	0.469652330123534
EE	0.427	0.516	0.31	0.503	0.432	0.533	0.34	0.523	0.313756671639981	8.18157567932771e-59	0.185532454217516
EE	0.668	0.843	0.72	0.7	0.67	0.847	0.733	0.696	0.856097128838425	7.43137879645388e-05	0.705871100524634
EE	0.247	0.229	0.188	0.327	0.238	0.281	0.199	0.299	0.123206859223663	0.000207065869110243	0.195864695468096
EE	0.183	0.123	0.265	0.676	0.115	0.066	0.167	0.692	0.221781836593319	8.47832650384346e-13	0.348421570780396
EE	0.697	0.443	0.747	0.381	0.699	0.455	0.748	0.367	0.804512175918301	1.14870788351455e-05	0.558727513974502
EE	0.405	0.537	0.366	0.24	0.417	0.511	0.369	0.219	0.294905357624748	2.73576489523167e-07	0.893412457334667
EE	0.863	0.984	0.756	0.944	0.862	0.98	0.731	0.966	0.655235143099565	3.2468297846537e-16	0.811114333150982
EE	0.522	0.599	0.372	0.035	0.522	0.63	0.335	0.03	0.954605274589044	0.430586878165076	0.785428551872691
EE	0.227	0.103	0.231	0.931	0.225	0.122	0.24	0.909	0.249758375958921	1.65077255968688e-18	0.176091951439612
EE	0.839	0.722	0.817	0.831	0.843	0.724	0.823	0.828	0.982701021151444	0.0200207539688059	0.864644710756923
meanDE	0.019	0.017	0.007	0.014	0.018	0.019	0.013	0.013	0.00450774815848323	9.56752894859568e-121	0.00419694241021918
EE	0.758	0.688	0.857	0.874	0.775	0.689	0.848	0.861	0.729149342935988	0.0625318267336543	0.697336816989056
EE	0.074	0.116	0.146	0.312	0.051	0.082	0.087	0.311	0.106834324489022	9.62614869624786e-06	0.891284754019089
EE	0.412	0.301	0.403	0.035	0.434	0.293	0.403	0.022	0.472678618902585	2.51620473759116e-11	0.335466540378488
EE	0.888	0.82	0.959	0.202	0.879	0.792	0.958	0.146	0.411568790253262	3.97945565758343e-05	0.987615205093717
EE	0.032	0.07	0.039	0.032	0.04	0.066	0.04	0.042	0.03513426640491	3.68060739823577e-61	0.00714366655034894
meanDE	0.004	0.002	0.001	0.008	0.001	0.001	0.001	0.007	0.000173930068850899	2.08798366019805e-26	0.479554300341495
EE	0.934	0.903	0.635	0.175	0.925	0.898	0.631	0.121	0.928331840994837	1.54977107285297e-20	0.811723583990893
varDE	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.006	0.374015304890336	1.6270556869551e-127	6.08222998414003e-10
meanDE	0.051	0.05	0.086	0.371	0.061	0.065	0.085	0.397	0.0502930259962703	2.47909478474379e-30	0.0565282188101008
EE	0.545	0.437	0.676	0.703	0.502	0.469	0.657	0.67	0.498989924344733	1.02107800378296e-08	0.294605587862675
EE	0.327	0.425	0.303	0.1	0.337	0.45	0.293	0.094	0.543576035022492	0.000199739790312416	0.296006735556457
EE	0.375	0.273	0.372	0.201	0.365	0.289	0.367	0.226	0.194358998953867	9.3482332272749e-51	0.200064519116215
EE	0.573	0.41	0.705	0.363	0.555	0.401	0.698	0.328	0.509212477062144	0.0264288376950804	0.829771972312126
EE	0.695	0.603	0.521	0.14	0.678	0.617	0.571	0.153	0.960883455052709	0.0144015274642772	0.559371918546
EE	0.986	0.954	0.877	0.869	0.982	0.961	0.889	0.877	0.826158213597666	0.00528680423074673	0.503823354049097
EE	0.697	0.664	0.481	0.129	0.709	0.639	0.472	0.105	0.814488318674916	0.000276339390510332	0.827387893221927
EE	0.542	0.485	0.303	0.308	0.553	0.481	0.309	0.34	0.674007303462612	0.85966828843856	0.95396825037013
EE	0.664	0.767	0.848	0.996	0.62	0.796	0.799	0.996	0.939041384699575	0.000926101683850783	0.520736998975557
EE	0.128	0.126	0.041	0.245	0.106	0.125	0.025	0.24	0.0201459862703045	1.92947591732553e-17	0.0739619263458014
meanDE	0.013	0.053	0.02	0.018	0.022	0.061	0.023	0.012	0.0162351715378712	1.00358218256643e-15	0.955718481025733
EE	0.552	0.653	0.746	0.882	0.52	0.611	0.748	0.884	0.609317953849915	0.138217054180534	0.902287848886421
EE	0.333	0.298	0.312	0.311	0.312	0.307	0.337	0.309	0.231763216689818	5.59252848591365e-106	0.327120618241534
EE	0.672	0.535	0.864	0.975	0.642	0.474	0.862	0.976	0.726099434283397	0.000499641933143396	0.35788969670672
EE	0.713	0.746	0.942	0.361	0.701	0.746	0.926	0.366	0.682768421883921	5.76332638857908e-09	0.188764387280052
varDE	0.009	0.022	0.012	0.33	0.019	0.032	0.011	0.325	0.586645344384979	8.40945291450228e-78	0.00104129955046738
EE	0.15	0.325	0.189	0.248	0.176	0.335	0.208	0.284	0.144220037913318	3.18641567163267e-78	0.0778826048615095
EE	0.559	0.347	0.647	0.828	0.58	0.36	0.65	0.835	0.433299706458935	7.25936200773628e-10	0.305781263702655
EE	NA	NA	0.429	0.115	NA	NA	0.405	0.098	0.361913087694078	1.45091842340902e-05	0.988586710024788
EE	0.523	0.462	0.528	0.966	0.528	0.476	0.534	0.975	0.562716001411183	1.02379290788479e-05	0.72102648394924
meanDE	0.222	0.364	0.112	0.47	0.209	0.359	0.124	0.521	0.0690183868372923	2.00880341639323e-09	0.171998372366822
EE	0.552	0.673	0.49	0.674	0.587	0.726	0.493	0.698	0.543124715821023	3.22067887125847e-10	0.428006332867357
EE	0.223	0.159	0.575	0.272	0.248	0.153	0.565	0.233	0.808509976661054	0.00838413312062453	0.521316761023459
meanDE	0.011	0.018	0.003	0.08	0.008	0.018	0.004	0.053	0.00254184681003378	1.45220379766848e-18	0.00520139241308138
meanDE	0.061	0.094	0.066	0.812	0.059	0.081	0.055	0.821	0.0884482401666101	4.9505266310433e-18	0.272670913385532
EE	0.324	0.256	0.48	0.394	0.326	0.276	0.511	0.368	0.349280853090834	1.203861227921e-10	0.365427685544701
varDE	0.033	0.004	0.001	0.01	0.029	0.002	0.001	0.01	0.390093270399694	2.49179709822451e-112	8.07600469791655e-05
meanDE	0.001	0.002	0.003	0.035	0.001	0.001	0.001	0.041	0.000342151740227486	3.10696309312011e-105	0.0057667738757602
EE	0.807	0.822	0.817	0.732	0.814	0.818	0.801	0.7	0.960294988580515	1.34352074820627e-06	0.851277883765708
EE	0.839	0.906	0.562	0.878	0.851	0.897	0.524	0.863	0.689163856781799	0.0584451645642935	0.582414210577554
EE	0.528	0.346	0.264	0.176	0.488	0.314	0.268	0.162	0.936643770923871	0.122268279133771	0.781216515906674
EE	0.396	0.866	0.544	0.861	0.332	0.85	0.519	0.842	0.773144449646709	1.47905920168445e-49	0.581576116851974
EE	0.541	0.743	0.583	0.354	0.565	0.727	0.572	0.322	0.796436994943346	2.48958496723396e-07	0.726974640299487
EE	0.798	0.914	0.236	0.203	0.796	0.901	0.228	0.222	0.327871806489028	0.0277210096939618	0.519516294784642
EE	0.782	0.744	0.777	0.473	0.789	0.738	0.781	0.411	0.96229520417621	6.28554777985464e-07	0.846272636586678
EE	0.789	0.811	0.986	0.713	0.792	0.823	0.991	0.745	0.913344698520883	1.37329688294715e-08	0.350425115382713
EE	0.213	0.139	0.086	0.103	0.227	0.166	0.096	0.13	0.0623169126635771	4.80187384531523e-12	0.20475265191317
EE	0.091	0.108	0.087	0.025	0.089	0.095	0.075	0.02	0.0719037943859424	1.31548799427823e-21	0.141200431537107
EE	0.029	0.1	0.178	0.27	0.038	0.086	0.199	0.285	0.145756172405104	0.0224365381108547	0.898639227074314
EE	0.278	0.484	0.242	0.932	0.209	0.453	0.212	0.925	0.248654378266967	1.78351370920252e-09	0.855118229402795
EE	0.037	0.083	0.029	0.925	0.037	0.087	0.037	0.923	0.0109877897068686	1.54253803276792e-54	0.219231721939266
EE	0.813	0.501	0.612	0.262	0.785	0.503	0.592	0.188	0.740787604310159	2.60654956384599e-31	0.64073433506515
EE	0.277	0.249	0.555	0.411	0.252	0.204	0.495	0.389	0.775009026333383	0.000470150021052008	0.802329781716773
EE	0.558	0.491	0.53	0.487	0.543	0.491	0.539	0.507	0.551937888046279	3.16324428119573e-44	0.538882067896083
EE	0.577	0.855	0.669	0.53	0.607	0.847	0.681	0.517	0.374849399073622	3.0843006404361e-11	0.676040230695003
EE	0.402	0.582	0.428	0.416	0.461	0.572	0.468	0.436	0.497693069091015	1.16288885200753e-05	0.336865074915591
meanDE	0.821	0.996	0.892	0.846	0.827	0.997	0.886	0.855	0.845260987616277	0.00510461547327504	0.615129952685704
EE	0.815	0.982	0.826	0.259	0.802	0.984	0.812	0.251	0.874874826661766	6.11811509325549e-43	0.748020461676563
EE	0.024	0.02	0.047	0.049	0.021	0.017	0.034	0.042	0.0682067069916081	4.29718451869228e-21	0.0828274970627952
EE	0.967	0.687	0.847	0.791	0.965	0.674	0.85	0.777	0.863776010719995	1.09576144301635e-12	0.664670753255125
EE	0.242	0.317	0.147	0.173	0.224	0.305	0.123	0.158	0.976079150057981	0.770025635635431	0.79481284469848
meanDE	0.295	0.604	0.1	0.03	0.269	0.6	0.089	0.018	0.12785029400189	5.01656838704614e-17	0.969389726271755
EE	NA	NA	0.689	0.79	NA	NA	0.663	0.806	0.864824922380009	0.293678818541333	0.715776760592807
meanDE	0.002	0.001	0.001	0.002	0.002	0.002	0.001	0.005	2.05005190677181e-06	1.57305542350436e-121	0.0157718465314756
EE	0.666	0.862	0.671	0.614	0.666	0.84	0.642	0.629	0.448500941671562	0.0136124000794927	0.94332448415617
meanDE	0.026	0.02	0.014	0.028	0.025	0.031	0.018	0.025	0.0112066239413314	0	0.0377950555649235
EE	0.847	0.816	0.995	0.099	0.857	0.833	0.992	0.079	0.922983761679722	0.180457145264346	0.46018250978961
EE	0.042	0.021	0.021	0.066	0.033	0.024	0.025	0.075	0.0136634675357617	2.52669960369277e-205	0.0490773785566834
EE	0.66	0.619	0.613	0.311	0.665	0.645	0.64	0.272	0.964004584546951	0.000137884305143722	0.522744416941699
meanDE	0.036	0.028	0.01	0.482	0.02	0.018	0.006	0.465	0.00582362532232933	1.75949931524151e-14	0.805933261199383
EE	0.011	0.027	0.031	0.053	0.008	0.012	0.02	0.058	0.0985893171582799	6.26703830274192e-31	0.0987321316857718
EE	0.902	0.785	0.869	0.725	0.91	0.763	0.88	0.731	0.870838320080443	0.0281776551727067	0.877567533193241
EE	0.577	0.754	0.574	0.842	0.577	0.783	0.613	0.861	0.535016449435829	3.25271217867652e-28	0.481700184515292
meanDE	0.024	0.03	0.05	0.031	0.009	0.006	0.015	0.028	0.0610818991104537	8.91752434848674e-14	0.138335161536915
varDE	0.451	0.255	0.593	0.135	0.452	0.241	0.592	0.135	0.521801958325332	1.52163854952922e-34	0.0545646880532938
meanDE	0.221	0.268	0.235	0.102	0.225	0.228	0.213	0.104	0.0974528179741731	1.1813782675628e-54	0.184181201804864
EE	0.385	0.414	0.622	0.831	0.312	0.349	0.572	0.814	0.619393867138607	0.0341454649236762	0.713283552449471
meanDE	0.001	0.003	0.001	0.061	0.001	0.001	0.001	0.046	7.97569264152955e-06	5.83675527820979e-223	1.50112215053404e-06
EE	0.889	0.964	0.969	0.52	0.896	0.954	0.97	0.551	0.690163259876939	0.490725539156239	0.683468195565701
EE	0.843	0.538	0.741	0.974	0.858	0.548	0.722	0.972	0.926201755431696	2.68443474618314e-05	0.783939283530889
varDE	0.041	0.017	0.027	0.224	0.038	0.019	0.029	0.239	0.21294003118876	5.03917259220698e-118	0.000181763871304692
varDE	0.151	0.065	0.047	0.02	0.161	0.067	0.075	0.021	0.387630915642846	1.27851969100022e-73	0.000207987523835839
varDE	0.256	0.113	0.193	0.029	0.249	0.089	0.194	0.048	0.846309850460383	7.8352435396978e-44	0.0035460555350055
EE	0.976	0.624	0.877	0.586	0.976	0.611	0.876	0.587	0.705595293378616	4.73431408913887e-12	0.805467324739459
EE	0.759	0.722	0.636	0.931	0.764	0.705	0.609	0.93	0.501359635310071	1.20947836076069e-05	0.53286221430234
EE	0.088	0.081	0.074	0.037	0.083	0.07	0.073	0.023	0.0399452543306276	6.25565530348104e-148	0.00895242566531567
EE	0.412	0.175	0.398	0.321	0.362	0.137	0.388	0.33	0.379097101697212	0.000184045619063176	0.9307961302733
EE	0.659	0.787	0.701	0.93	0.649	0.77	0.712	0.911	0.668599371917673	8.54240943810344e-12	0.777296837712029
EE	0.335	0.488	0.471	0.17	0.291	0.451	0.442	0.188	0.520480753551268	0.00276247777166286	0.795843750444374
varDE	0.158	0.205	0.118	0.379	0.134	0.158	0.095	0.421	0.312946886728076	2.24221780804554e-92	0.016105683949614
EE	0.456	0.431	0.519	0.551	0.434	0.41	0.543	0.563	0.573981918594301	0.000575854709205712	0.810346015740856
EE	0.889	0.508	0.757	0.661	0.874	0.518	0.736	0.656	0.975732958349431	3.88667882421132e-10	0.761080902886074
EE	0.692	0.738	0.271	0.068	0.666	0.727	0.282	0.068	0.899839014212512	0.0109421432304129	0.631766122650509
EE	0.106	0.053	0.068	0.06	0.096	0.043	0.056	0.047	0.00312609525165661	6.07700744384733e-322	0.026127359334407
EE	0.42	0.596	0.328	0.28	0.365	0.567	0.263	0.272	0.205803590775567	5.17362420596246e-13	0.162892509724565
EE	0.979	0.983	0.928	0.761	0.976	0.98	0.91	0.756	0.837487430441001	0.111985792845612	0.939009293061412
meanDE	0.001	0.001	0.001	0.003	0.001	0.001	0.001	0.005	0.000123424736182933	2.71866394654391e-59	0.0624997669523808
varDE	0.008	0.001	0.001	0.001	0.01	0.001	0.001	0.001	0.326265751421085	2.7726833009129e-93	0.905271308939003
EE	0.783	0.453	0.955	0.414	0.792	0.429	0.95	0.395	0.694601648592402	4.39589647778809e-05	0.670689218759177
varDE	0.528	0.305	0.452	0.411	0.53	0.276	0.432	0.403	0.997417746139512	5.18126187781877e-72	0.0938867870677314
varDE	0.128	0.023	0.055	0.007	0.106	0.026	0.071	0.013	0.918335266303136	2.08844786977069e-81	0.0338296890770496
EE	0.256	0.293	0.496	0.517	0.242	0.305	0.441	0.49	0.404640390767947	8.0167064537917e-06	0.42328957563734
EE	0.215	0.49	0.254	0.265	0.174	0.451	0.203	0.232	0.116191933613993	2.31908137342287e-24	0.18250338386476
EE	0.127	0.125	0.153	0.491	0.122	0.122	0.142	0.475	0.148252148103102	4.55953071162813e-17	0.166248094477716
EE	0.57	0.682	0.649	0.237	0.54	0.672	0.67	0.187	0.826023406230194	0.290769169818829	0.99278635358873
EE	0.446	0.246	0.689	0.217	0.384	0.202	0.632	0.205	0.404290224455247	6.16728275941053e-06	0.256551915762152
EE	0.349	0.218	0.295	0.685	0.345	0.211	0.298	0.681	0.169886412851931	2.55533451420675e-41	0.283275292210285
EE	0.757	0.681	0.377	0.064	0.77	0.722	0.387	0.061	0.440814004152286	1.02260664299538e-12	0.323388509755131
EE	0.617	0.404	0.473	0.078	0.648	0.456	0.54	0.1	0.433369591948613	1.14479227676845e-08	0.548755364964884
EE	0.935	0.912	0.869	0.644	0.917	0.884	0.853	0.628	0.723179370214539	1.03272878042514e-05	0.313867152052361
EE	0.131	0.157	0.091	0.567	0.125	0.174	0.083	0.577	0.0494722691659445	1.29903220818238e-44	0.0565707543828547
EE	0.826	0.763	0.334	0.23	0.851	0.792	0.37	0.232	0.210017730101633	2.32006609190318e-06	0.322614536035763
meanDE	0.114	0.198	0.129	0.354	0.074	0.164	0.074	0.351	0.0860750812905244	1.78284080905771e-49	0.0493573890081574
EE	0.787	0.973	0.432	0.079	0.794	0.964	0.413	0.084	0.580321120162816	6.01557175184676e-05	0.36062276583124
EE	0.26	0.149	0.374	0.426	0.253	0.155	0.336	0.406	0.385286547395141	1.222591147612e-09	0.703013440625468
EE	0.036	0.012	0.015	0.027	0.03	0.011	0.008	0.033	0.00114166256541145	0	0.00253021235012482
EE	0.834	0.816	0.782	0.645	0.854	0.823	0.786	0.661	0.898070896139986	2.56579600119557e-06	0.905991962591154
varDE	0.014	0.002	0.021	0.045	0.022	0.003	0.021	0.04	0.811925889498424	2.21536321264683e-120	9.94088813550374e-07
EE	0.837	0.829	0.69	0.97	0.831	0.823	0.662	0.982	0.919687589395794	0.00112820561882624	0.897763652457168
EE	0.689	0.662	0.718	0.567	0.66	0.628	0.688	0.535	0.910276054300745	0.656386644493052	0.958753252041829
meanDE	0.017	0.021	0.026	0.015	0.016	0.026	0.02	0.013	0.00714552118675392	5.26617768362756e-107	0.0185161694746761
EE	0.186	0.186	0.152	0.24	0.184	0.177	0.169	0.236	0.164926776031123	1.81626120450198e-32	0.273190534953889
varDE	0.115	0.083	0.028	0.012	0.091	0.039	0.015	0.008	0.195648483554882	4.65572147346497e-138	0.00260336025956929
EE	0.938	0.899	0.938	0.808	0.95	0.896	0.935	0.782	0.771244658573452	1.789424039177e-14	0.918184993812686
EE	0.242	0.209	0.206	0.478	0.186	0.172	0.191	0.49	0.159296440367861	2.90417138063564e-25	0.122325772979191
EE	0.96	0.836	0.886	0.587	0.967	0.858	0.88	0.595	0.823155845293776	1.06274042204005e-13	0.764667000018865
EE	0.955	0.83	0.467	0.277	0.957	0.798	0.458	0.287	0.741833894790866	0.00729475335361895	0.569823990783496
meanDE	0.009	0.024	0.001	0.259	0.009	0.014	0.001	0.264	1.4051828411669e-05	7.70781292891225e-51	0.038283400152363
EE	0.472	0.316	0.429	0.749	0.437	0.292	0.431	0.746	0.335712303184184	5.76794330651599e-20	0.185439523130939
EE	0.514	0.509	0.551	0.87	0.513	0.463	0.496	0.882	0.501293112922124	0.000143445650073331	0.455305438383363
meanDE	0.002	0.005	0.002	0.102	0.002	0.003	0.001	0.071	0.00131575992895387	5.03353630825144e-63	0.00932544809232605
EE	0.515	0.75	0.181	0.054	0.514	0.768	0.193	0.057	0.227287836360399	0.00541331510252975	0.875642456457955
EE	0.378	0.51	0.437	0.332	0.345	0.438	0.385	0.302	0.560034294862701	1.40077499221564e-62	0.771464217263489
EE	NA	NA	0.535	0.55	NA	NA	0.523	0.518	0.695246137130936	0.000162115639129489	0.655284531891899
EE	0.682	0.597	0.64	0.881	0.711	0.605	0.641	0.866	0.717200938412532	2.9165751754593e-06	0.694532551223874
EE	0.177	0.1	0.182	0.297	0.162	0.096	0.178	0.311	0.626972914280276	2.32401773364286e-05	0.306997002834071
EE	0.256	0.213	0.284	0.263	0.29	0.212	0.289	0.281	0.355976796846201	4.91964017170915e-13	0.365191531171819
EE	0.968	0.82	0.968	0.737	0.942	0.816	0.963	0.727	0.803394420248819	1.40079741473517e-06	0.692845627656001
EE	0.941	0.897	0.956	0.894	0.946	0.894	0.951	0.919	0.850317198412062	1.32096435222405e-05	0.558116603179375
meanDE	0.004	0.009	0.009	0.005	0.004	0.004	0.004	0.004	0.0030170975365668	3.65082711318665e-200	0.00186849702203082
meanDE	0.08	0.19	0.145	0.245	0.079	0.18	0.12	0.242	0.10834659653247	3.61212180107942e-08	0.156279093414215
meanDE	0.01	0.016	0.003	0.702	0.011	0.015	0.003	0.715	0.0017001072936535	3.39135976540824e-25	0.109392317448231
EE	0.625	0.494	0.569	0.409	0.594	0.442	0.517	0.413	0.495709063239248	2.34409033977286e-13	0.523554692987273
EE	0.559	0.627	0.542	0.621	0.553	0.625	0.516	0.572	0.340227038308351	2.95631491607269e-19	0.296673865989008
EE	0.407	0.251	0.336	0.473	0.353	0.181	0.282	0.48	0.224054692016844	1.90395258038904e-17	0.27146590358899
EE	0.322	0.342	0.541	0.753	0.316	0.338	0.537	0.74	0.661675122353832	0.00314914765947671	0.746564626941279
EE	0.151	0.167	0.151	0.054	0.188	0.172	0.176	0.059	0.276699906957646	1.22955555780022e-18	0.233837212380527
EE	0.683	0.614	0.649	0.661	0.718	0.629	0.655	0.715	0.393725079539293	2.02032997212169e-16	0.39453209716427
EE	0.248	0.182	0.188	0.302	0.214	0.133	0.145	0.308	0.165064177071529	1.99912235595027e-11	0.516855725099419
EE	0.008	0.056	0.005	0.34	0.011	0.047	0.005	0.343	0.0130565990328306	1.03366065685832e-11	0.473958033110256
EE	0.464	0.414	0.543	0.609	0.476	0.421	0.556	0.587	0.535765585147972	6.84918490135835e-06	0.22492720077459
EE	0.549	0.431	0.349	0.196	0.572	0.43	0.358	0.204	0.367051606207561	8.27479723309793e-07	0.399111322900109
EE	0.438	0.495	0.075	0.043	0.393	0.404	0.076	0.047	0.180060599821617	0.0933214667221633	0.714368698889222
meanDE	0.3	0.368	0.416	0.808	0.256	0.287	0.386	0.774	0.488335925593377	6.31535278436635e-06	0.770297002785377
meanDE	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.003	7.38731959343332e-08	2.91086763788022e-204	1.79872675899386e-08
EE	0.183	0.3	0.54	0.797	0.175	0.265	0.507	0.776	0.607009065787771	0.000471017223496065	0.510436541935203
meanDE	0.017	0.012	0.029	0.073	0.022	0.014	0.025	0.067	0.0458517753479731	1.03015238117106e-47	0.0296672053918051
meanDE	0.826	0.456	0.65	0.208	0.842	0.481	0.637	0.186	0.994800569034674	0.106771460563181	0.554184962808148
EE	0.373	0.262	0.398	0.554	0.31	0.237	0.375	0.556	0.33114717155063	8.23842989658114e-27	0.149732351835333
meanDE	0.001	0.003	0.003	0.128	0.001	0.001	0.001	0.096	0.00193453594474891	4.35674866330635e-38	0.0022916473778245
meanDE	0.002	0.002	0.001	0.092	0.001	0.001	0.001	0.108	3.72711079885197e-08	5.91109978148868e-53	0.0382093850581861
EE	0.667	0.568	0.646	0.165	0.633	0.571	0.614	0.169	0.526042308850196	3.02464364441108e-08	0.621893178601452
meanDE	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	7.81835898191512e-12	1.44914366291692e-82	0.016616647901068
meanDE	0.001	0.001	0.001	0.022	0.001	0.001	0.001	0.027	1.50333590713885e-06	5.73336851814127e-60	0.103457403115441
