geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.391	0.408	0.538	0.941	0.494	0.593	0.613	0.45	0.467584310575768	0.104323602261259	0.762166606884652
EE	0.383	0.401	0.485	0.503	0.731	0.62	0.685	0.468	0.622388144631238	5.38874894966688e-06	0.224762958208715
meanDE	0.735	0.496	0.779	0.514	0.462	0.342	0.421	0.723	0.563098565168611	1.98772528427977e-12	0.153730079413915
EE	0.754	0.798	0.79	0.455	0.738	0.992	0.867	0.902	0.876406966267846	0.00330660167384109	0.110187592383942
EE	0.194	0.117	0.165	0.018	0.1	0.054	0.088	0.023	0.00548011269872942	1.03817729181279e-30	0.0319985015217943
EE	0.814	0.974	0.754	0.567	0.772	0.685	0.792	0.393	0.943723603973235	0.0736376085467225	0.660272180801154
EE	0.9	0.625	0.779	0.557	0.983	0.759	0.674	0.662	0.785986007274613	3.60083841467864e-05	0.264009200304691
EE	0.006	0.014	0.01	0.026	0.016	0.008	0.008	0.008	0.000451180645161191	3.43928093657101e-27	0.00101688305170099
EE	0.687	0.48	0.733	0.662	0.463	0.384	0.433	0.303	0.340381355768303	8.92683981607236e-09	0.539259626819128
EE	0.331	0.289	0.499	0.649	0.213	0.273	0.268	0.604	0.213293806951437	4.22209192882785e-07	0.466783401004505
EE	0.343	0.336	0.329	0.335	0.499	0.571	0.436	0.539	0.490964187882141	4.13854717703383e-07	0.580090891022735
EE	0.437	0.523	0.679	0.789	0.402	0.583	0.622	0.98	0.535586648482964	1.48886172645718e-05	0.0791289074310413
EE	0.342	0.423	0.37	0.547	0.364	0.574	0.465	0.435	0.460395874094046	1.82102153070422e-12	0.0695312244747437
EE	0.081	0.094	0.004	0.045	0.174	0.197	0.008	0.023	0.0232964028047564	1.9456491841588e-06	0.000780191665137864
EE	0.459	0.376	0.503	0.322	0.186	0.157	0.215	0.259	0.255509183161793	7.76786830239495e-36	0.0841027074003348
EE	0.427	0.418	0.508	0.431	0.323	0.316	0.385	0.351	0.314817162041454	1.45930513600217e-14	0.609996063100127
EE	0.674	0.685	0.841	0.927	0.991	0.803	0.997	0.513	0.849966948260027	0.0158924972278554	0.46630474297344
EE	0.476	0.33	0.673	0.766	0.371	0.381	0.913	0.913	0.764486367831811	2.23833229979317e-07	0.118701311256229
EE	0.422	0.508	0.732	0.888	0.114	0.247	0.497	0.512	0.694012256200749	3.2022364702604e-05	0.140729353711819
EE	0.425	0.436	0.474	0.632	0.482	0.557	0.509	0.86	0.53311514480632	1.6684194975765e-07	0.738277478207392
varDE	0.47	0.494	0.707	0.455	0.374	0.324	0.558	0.166	0.378463511282359	0.00627011777476322	0.294767351921081
EE	0.823	0.726	0.867	0.569	0.604	0.521	0.517	0.428	0.416665106260203	2.91642266498936e-28	0.173650720774833
EE	0.838	0.853	0.706	0.765	0.962	0.938	0.828	0.862	0.904524823290781	1.64532622277009e-06	0.800115164826193
EE	0.535	0.572	0.643	0.359	0.553	0.658	0.741	0.463	0.746575793408307	9.17080839855933e-09	0.0108181637146838
EE	0.701	0.735	0.962	0.986	0.449	0.477	0.652	0.434	0.571831088802331	5.0768650764726e-05	0.33602685916269
EE	0.865	0.665	0.619	0.479	0.551	0.441	0.415	0.525	0.407491517749392	0.011861882225284	0.61084146084527
EE	0.732	0.665	0.684	0.47	0.522	0.438	0.402	0.228	0.35245008819961	7.60592060106824e-12	0.381165749186515
meanDE	0.279	0.343	0.345	0.654	0.566	0.832	0.776	0.88	0.620817530108936	0.00367777188000907	0.711421685523941
EE	0.697	0.487	0.655	0.659	0.417	0.324	0.445	0.64	0.411149595701617	2.60257710848318e-23	0.156259384020257
EE	0.657	0.542	0.702	0.591	0.906	0.817	0.928	0.925	0.956579355377561	0.00419394563198655	0.626202514917976
varDE	0.171	0.199	0.127	0.02	0.085	0.108	0.008	0.008	0.901357082664756	6.2181377592819e-07	0.268405582424108
meanDE	0.464	0.386	0.368	0.187	0.415	0.349	0.284	0.122	0.308737555430754	9.04037327488136e-12	0.0649314881436414
EE	0.155	0.124	0.471	0.096	0.334	0.274	0.497	0.046	0.89968259919701	1.0303699573079e-05	0.0564876472717235
EE	0.376	0.524	0.36	0.332	0.441	0.613	0.462	0.205	0.279521505683017	3.92949227716294e-11	0.0256710056853983
EE	0.634	0.568	0.868	0.783	0.375	0.3	0.655	0.649	0.455078694283905	4.67169874242773e-11	0.0881400826284942
EE	0.202	0.269	0.15	0.223	0.101	0.123	0.103	0.118	0.289364404555311	4.03131377697991e-22	0.0131124300190976
EE	0.658	0.726	0.754	0.882	0.411	0.586	0.454	0.626	0.420893881213054	2.1829381202119e-06	0.504752706115031
EE	0.463	0.245	0.302	0.02	0.996	0.724	0.778	0.008	0.71431355731551	2.58693322300755e-92	0.596022088275575
EE	0.132	0.104	0.201	0.268	0.094	0.053	0.162	0.2	0.111820580839301	1.42160862101427e-40	0.0106536651282057
meanDE	0.275	0.265	0.244	0.307	0.207	0.201	0.16	0.193	0.24543923287121	4.41904055000098e-26	0.0521570192485174
EE	0.14	0.269	0.18	0.238	0.211	0.395	0.273	0.344	0.222673930022319	2.27977063493995e-11	0.250903218994907
EE	0.461	0.474	0.512	0.552	0.89	0.967	0.954	0.712	0.519523046686824	0.0534472014852255	0.90068635604806
meanDE	0.558	0.587	0.748	0.84	0.446	0.618	0.703	0.908	0.736649349375245	4.45240418454247e-06	0.0950325741981463
varDE	0.117	0.006	0.073	0.278	0.122	0.012	0.085	0.119	0.555549739635795	1.30391622912914e-17	0.0318902347557634
EE	0.777	0.806	0.672	0.659	0.541	0.707	0.641	0.499	0.873994841408464	9.18128765657973e-06	0.136101830528145
EE	0.312	0.337	0.237	0.479	0.138	0.138	0.138	0.568	0.0352226840522571	5.00724811354721e-43	0.0103138010117702
EE	0.046	0.05	0.043	0.035	0.016	0.008	0.008	0.008	0.0334789779126099	4.28025101822591e-53	0.0002173237585431
EE	0.391	0.316	0.56	0.216	0.402	0.367	0.462	0.264	0.475138439774163	3.46513866576555e-10	0.126981014804671
EE	0.715	0.846	0.566	0.047	0.782	0.968	0.426	0.027	0.372038789402212	2.93194143678292e-06	0.340943193346888
varDE	0.23	0.186	0.154	0.02	0.192	0.137	0.139	0.055	0.109575958320588	6.75780561795084e-59	0.0808294428434177
EE	0.519	0.526	0.458	0.853	0.691	0.739	0.641	0.981	0.568770126400829	5.54833720900489e-10	0.0550413249441128
EE	0.606	0.311	0.545	0.89	0.909	0.868	0.845	0.916	0.936148999006237	1.98457035954172e-05	0.374388314290378
EE	0.106	0.141	0.055	0.166	0.124	0.138	0.089	0.176	0.107000536686824	6.48099709474913e-28	0.00276123230290524
EE	0.339	0.312	0.3	0.384	0.36	0.355	0.302	0.353	0.319890256306028	4.10907802217253e-11	0.0462334519329407
varDE	0.723	0.631	0.709	0.597	0.541	0.562	0.638	0.425	0.51841244011765	6.26993731974723e-14	0.152827478418503
EE	0.742	0.557	0.774	0.802	0.558	0.546	0.606	0.596	0.369673846043234	1.73705512894428e-08	0.244016490066339
EE	0.913	0.911	0.871	0.535	0.896	0.806	0.862	0.9	0.941428871380006	0.0126701732797574	0.33328350896138
EE	0.223	0.145	0.201	0.437	0.305	0.252	0.243	0.472	0.249947756688443	4.32027095185463e-24	0.0150397177272783
EE	0.536	0.459	0.487	0.313	0.21	0.197	0.162	0.235	0.123311837992566	1.68843445834995e-29	0.246661262004571
varDE	0.582	0.438	0.774	0.322	0.428	0.197	0.456	0.173	0.150405535892386	5.26234649921814e-82	0.140135839345167
EE	0.685	0.702	0.702	0.709	0.667	0.691	0.661	0.671	0.452185651958226	2.41689927313931e-15	0.267734991728212
meanDE	0.836	0.791	0.811	0.354	0.825	0.766	0.844	0.286	0.907567294992913	0.169072036080929	0.340482981413634
meanDE	0.555	0.6	0.61	0.92	0.91	0.911	0.947	0.664	0.977648874140357	7.57943093459152e-07	0.000161341389634543
EE	0.538	0.664	0.562	0.662	0.285	0.39	0.289	0.208	0.264020339957118	2.15062628161658e-08	0.0726342355917751
EE	0.7	0.756	0.771	0.729	0.589	0.686	0.65	0.646	0.451054374773475	1.76715629304437e-15	0.0547774119582021
EE	0.199	0.264	0.241	0.341	0.172	0.235	0.195	0.465	0.257125463809963	1.39073133326938e-11	0.0256609152251656
EE	0.564	0.659	0.458	0.504	0.164	0.155	0.085	0.08	0.0663180914907283	4.87489461039662e-22	0.00952986357930045
varDE	0.27	0.139	0.502	0.397	0.418	0.187	0.544	0.366	0.224441947335357	5.68983238497095e-05	0.467510985171437
EE	0.919	0.815	0.779	0.58	0.821	0.8	0.654	0.449	0.603462065372378	0.000101226875643807	0.237366472997347
EE	0.966	0.847	0.881	0.85	0.747	0.645	0.687	0.64	0.813777935955646	0.00100989379357422	0.474591765543799
EE	0.201	0.202	0.193	0.224	0.495	0.454	0.465	0.473	0.509631193416091	7.04203839581009e-10	0.0163581412345393
EE	0.278	0.261	0.222	0.087	0.276	0.299	0.242	0.163	0.394553807412845	1.88976648338466e-44	0.143958418138888
EE	0.199	0.152	0.208	0.45	0.258	0.175	0.229	0.438	0.0117807140197525	1.29523043175566e-139	0.0982164953167426
EE	0.451	0.437	0.339	0.406	0.164	0.2	0.087	0.126	0.0978734652453903	1.00848965553514e-26	0.0343614905122576
EE	0.439	0.33	0.464	0.528	0.373	0.308	0.369	0.786	0.337972071748714	1.64278107558741e-05	0.389565813138336
EE	0.035	0.023	0.028	0.126	0.155	0.109	0.172	0.146	0.308039320479308	6.13222275310036e-21	0.0221729099004492
varDE	0.7	0.816	0.198	0.641	0.686	0.802	0.216	0.639	0.839726301157766	2.80341274041975e-07	0.0548106485349546
EE	0.951	0.972	0.992	0.993	0.883	0.883	0.952	0.915	0.884193736203827	0.0879430666744789	0.963979376138897
varDE	0.358	0.473	0.418	0.685	0.343	0.462	0.454	0.37	0.22839487233689	1.00992217320447e-31	1.83566545195409e-06
EE	0.464	0.457	0.564	0.191	0.415	0.489	0.495	0.272	0.660931140080306	1.71610992583858e-06	0.624634328327437
EE	0.605	0.602	0.593	0.598	0.404	0.415	0.344	0.422	0.535712121349481	5.69085914282515e-47	0.303864107737598
EE	0.878	0.965	0.987	0.974	0.574	0.669	0.661	0.873	0.496414454708894	1.24355171537557e-14	0.814177174206054
meanDE	0.524	0.518	0.703	0.112	0.725	0.721	0.848	0.027	0.934116775096355	5.1462902001063e-05	0.34251448456761
EE	0.736	0.926	0.732	0.791	0.874	0.876	0.76	0.816	0.607331459125098	0.00031587717096416	0.812905887908681
EE	0.286	0.293	0.286	0.308	0.319	0.363	0.354	0.355	0.263564322181337	6.04545430301179e-13	0.355200378440827
EE	0.654	0.755	0.587	0.406	0.819	0.993	0.742	0.525	0.55759092232749	0.00190838692015104	0.774819558617734
EE	0.164	0.215	0.125	0.461	0.17	0.211	0.139	0.356	0.100476351328455	8.97713056523531e-27	0.000907895259378759
EE	0.256	0.362	0.283	0.081	0.198	0.224	0.204	0.086	0.112978788109373	5.59649664880034e-38	0.303414334633011
EE	0.869	0.983	0.87	0.482	1	0.885	0.772	0.82	0.922976979634501	0.0903438337583102	0.720169994156212
EE	0.258	0.374	0.325	0.063	0.547	0.801	0.595	0.335	0.506896805915112	0.000254188136148413	0.698322754085155
EE	0.183	0.163	0.261	0.261	0.284	0.314	0.488	0.61	0.482165135815217	0.412521028049097	0.984211973524368
EE	0.116	0.077	0.101	0.079	0.278	0.172	0.257	0.205	0.251291365545093	1.10576429547622e-07	0.426441303552343
EE	0.423	0.408	0.579	0.497	0.568	0.398	0.599	0.53	0.39116976213886	8.47177907102964e-16	0.0709628936877617
varDE	0.152	0.195	0.188	0.423	0.034	0.05	0.05	0.176	0.337808496022205	1.29154769894784e-10	0.352178634956557
EE	0.264	0.287	0.308	0.358	0.364	0.373	0.391	0.426	0.848303654740546	2.8611132664308e-13	0.778785703439183
EE	0.422	0.585	0.44	0.851	0.692	0.971	0.661	1	0.659485262323994	2.89946821647569e-07	0.0198899634448854
EE	0.007	0.013	0.015	0.009	0.008	0.008	0.008	0.008	1.52290963600808e-05	1.68414769645581e-104	2.91164105727277e-05
meanDE	0.748	0.822	0.93	0.798	0.45	0.839	0.619	0.831	0.60174725696144	0.00260136226563104	0.0885593551421984
EE	0.487	0.46	0.782	0.525	0.502	0.517	0.882	0.713	0.94061122612659	0.000694423703222605	0.212660577211571
EE	0.679	0.861	0.91	0.761	0.446	0.585	0.809	0.906	0.610096316582637	0.0446112744232703	0.719376900995851
varDE	0.451	0.454	0.575	0.566	0.631	0.475	0.689	0.761	0.36521625740095	2.66468330817489e-08	0.104687898196394
meanDE	0.05	0.061	0.031	0.338	0.078	0.093	0.094	0.52	0.0483036481579806	2.70914883336269e-11	0.0337847141999433
EE	0.49	0.49	0.696	0.643	0.212	0.356	0.305	0.59	0.407296298843738	9.75374080263696e-08	0.127478828982489
EE	0.411	0.576	0.41	0.411	0.495	0.731	0.438	0.502	0.70564969287069	1.03877527223008e-09	0.538891236586692
EE	0.352	0.341	0.439	0.196	0.611	0.565	0.591	0.321	0.463515132089368	0.0299798897618	0.771340998396244
EE	0.239	0.286	0.625	0.812	0.21	0.26	0.442	0.631	0.433063748945493	0.000388170978186663	0.0401528979962329
EE	0.531	0.67	0.648	0.45	0.684	0.683	0.742	0.668	0.554977165581465	0.00018337890736844	0.847617470547192
EE	0.405	0.513	0.45	0.599	0.324	0.486	0.361	0.685	0.345005651561352	1.65843761469666e-39	0.153705575010483
EE	0.808	0.659	0.847	0.989	0.531	0.337	0.54	1	0.571501026443533	3.90686564403894e-08	0.764126085464155
EE	0.209	0.296	0.299	0.963	0.4	0.569	0.524	0.549	0.487440976038787	0.000203629711745081	0.41211851451755
varDE	0.535	0.497	0.467	0.652	0.732	0.711	0.728	0.603	0.874471639126532	1.0694138073746e-19	0.147736056408575
EE	0.907	0.833	0.96	0.945	0.815	0.786	0.876	0.976	0.916007215881032	2.35512196959697e-07	0.583979144280909
meanDE	0.066	0.083	0.042	0.026	0.042	0.018	0.015	0.059	0.00700831214469396	9.02589806672499e-12	0.471706851762139
EE	0.65	0.724	0.416	0.36	0.867	0.867	0.562	0.473	0.48748515352284	0.018360045852617	0.684498295477739
EE	0.994	0.752	0.997	0.657	0.848	0.674	0.891	0.575	0.858868216792069	0.000213821201449252	0.608280488920889
EE	0.442	0.366	0.395	0.444	0.546	0.663	0.545	0.598	0.658241103013273	0.0406021606797863	0.451506399139962
EE	0.143	0.108	0.027	0.088	0.08	0.041	0.035	0.186	0.073600060984091	6.45219402903377e-15	0.0129613322303972
EE	0.265	0.247	0.331	0.233	0.237	0.193	0.272	0.19	0.257756143726068	4.17633529126305e-59	0.0105184127139751
varDE	0.503	0.335	0.752	0.208	0.44	0.137	0.426	0.215	0.834314359018911	3.76896468449501e-08	0.114673734757927
EE	0.12	0.12	0.179	0.53	0.324	0.303	0.389	0.882	0.601595637797642	6.68577043777955e-22	0.318995145979933
EE	0.034	0.055	0.031	0.081	0.214	0.208	0.147	0.157	0.145018818951164	7.29656461526002e-43	0.0159908131281059
EE	0.681	0.692	0.549	0.751	0.897	0.837	0.632	0.851	0.995982944791256	0.0239456534694902	0.366056882040662
EE	0.927	0.852	0.943	0.752	0.814	0.669	0.766	0.393	0.796463758187816	2.88289940119117e-09	0.669184304163412
meanDE	0.078	0.019	0.08	0.083	0.135	0.012	0.118	0.008	0.0301786497453225	1.00693653270971e-22	0.507865888040936
EE	0.607	0.397	0.519	0.313	0.222	0.078	0.166	0.045	0.0263300547551808	1.12905872449855e-50	0.071800989251888
EE	0.533	0.475	0.46	0.246	0.567	0.546	0.524	0.219	0.593136695787548	6.78511726045353e-16	0.48037129398234
EE	0.632	0.391	0.662	0.621	0.425	0.266	0.485	0.782	0.34020080012086	8.05482811737625e-08	0.467786846597747
EE	0.189	0.308	0.297	0.617	0.105	0.184	0.164	0.508	0.200902620932887	2.06728724397353e-13	0.0322236394972815
EE	0.264	0.326	0.219	0.37	0.123	0.197	0.126	0.256	0.190217402943576	3.05434424493219e-17	0.0884123267812284
EE	0.988	0.832	0.959	0.334	0.818	0.911	0.879	0.908	0.828312987740781	0.0111370448553313	0.987690388229163
EE	0.491	0.457	0.551	0.548	0.307	0.318	0.33	0.36	0.361916397935945	1.33739821045141e-17	0.21157071757781
EE	0.027	0.042	0.027	0.083	0.137	0.097	0.119	0.211	0.231519126942584	1.22796238739035e-24	0.0133890907894079
varDE	0.83	0.688	0.884	0.873	0.811	0.673	0.91	0.948	0.655456960306845	0.000156481079075894	0.784807303155991
EE	0.46	0.477	0.374	0.299	0.438	0.498	0.309	0.32	0.184782792459117	1.17167433294385e-23	0.385844243990197
EE	0.684	0.685	0.782	0.757	0.736	0.702	0.76	0.731	0.590292958492126	0.174120722108214	0.941139646273729
varDE	0.836	0.81	0.891	0.835	0.604	0.555	0.849	0.545	0.547936642834207	1.65710878705899e-09	0.557267323858537
EE	0.119	0.13	0.164	0.179	0.16	0.167	0.101	0.121	0.149504790308219	1.56697137085754e-15	0.00393309639478493
EE	0.003	0.006	0.006	0.009	0.008	0.008	0.008	0.008	0.00250327345215683	9.0902960463897e-308	4.35787483622116e-06
meanDE	0.171	0.258	0.232	0.106	0.219	0.311	0.302	0.282	0.326734028001674	5.15985193744806e-07	0.447633267333011
EE	0.186	0.23	0.172	0.179	0.044	0.053	0.038	0.041	0.00651260547706934	2.3342208584586e-143	0.00753114543163342
EE	0.14	0.169	0.106	0.175	0.262	0.336	0.234	0.298	0.139785040375482	1.97994409132173e-31	0.0372453257248834
EE	0.799	0.564	0.55	0.459	0.866	0.663	0.683	0.427	0.559090179650524	1.00866818830436e-09	0.0318344710132327
EE	0.659	0.395	0.791	0.883	0.615	0.301	0.913	0.732	0.802633066470552	6.06577457134968e-05	0.090214367303432
varDE	0.582	0.522	0.648	0.165	0.697	0.566	0.803	0.48	0.950421363833545	9.75793463302063e-20	0.0241359931293941
meanDE	0.104	0.148	0.121	0.301	0.188	0.22	0.214	0.32	0.20474606815954	1.14611050800623e-85	0.0439431459159565
EE	0.007	0.005	0.008	0.033	0.017	0.008	0.008	0.008	0.000525497429142536	4.37842263749676e-16	0.509057027936084
EE	0.586	0.624	0.598	0.658	0.498	0.683	0.545	0.652	0.522840711350923	0.108734128240165	0.713774553637663
EE	0.536	0.397	0.187	0.494	0.348	0.322	0.199	0.749	0.230281040937977	7.47351000282595e-15	0.0252443101432029
meanDE	0.554	0.564	0.529	0.243	0.3	0.348	0.225	0.143	0.233967312273389	8.68547236829711e-10	0.209741880025763
varDE	0.806	0.689	0.798	0.712	0.829	0.616	0.718	0.452	0.939934653896982	2.50528660163658e-16	0.378957331753955
EE	0.698	0.975	0.863	0.92	0.52	0.816	0.613	0.81	0.40924580039165	4.32307681758192e-19	0.810733085020536
EE	0.941	0.952	0.764	0.504	0.954	0.937	0.729	0.152	0.805196992932843	0.0233251605726522	0.399212075138309
EE	0.281	0.323	0.457	0.644	0.61	0.728	0.574	0.359	0.795536685764498	0.000127045734845472	0.0315448547503799
EE	0.766	0.693	0.827	0.271	0.974	0.914	0.977	0.479	0.982458078122324	1.15717139637316e-06	0.460282414897326
EE	0.003	0.002	0.003	0.212	0.008	0.008	0.017	0.053	0.00232017276169398	7.37708939633112e-53	9.9833863878235e-05
varDE	0.363	0.344	0.4	0.974	0.467	0.344	0.438	0.991	0.473181681805965	1.55481409137681e-19	0.0633058450587207
EE	0.782	0.651	0.604	0.328	0.341	0.358	0.362	0.46	0.502519761684692	3.26224276832059e-06	0.00817449985397009
EE	0.166	0.138	0.213	0.351	0.594	0.483	0.488	0.611	0.327706696148854	0.0108183320820316	0.828100318815174
EE	0.184	0.15	0.203	0.074	0.209	0.129	0.32	0.039	0.266305894375985	6.60858031365474e-14	0.0143787315400995
EE	0.521	0.612	0.551	0.924	0.188	0.258	0.193	0.406	0.0693374294287106	9.23095541113429e-26	0.00910919138400601
meanDE	0.089	0.15	0.107	0.087	0.028	0.028	0.015	0.057	0.00267652770444674	8.02026238973091e-28	0.0682295261618447
varDE	0.446	0.418	0.351	0.444	0.489	0.518	0.417	0.598	0.726033093140766	0.000265616363035867	0.713396414465487
EE	0.7	0.496	0.643	0.404	0.489	0.217	0.511	0.205	0.310878549956114	1.31751805527432e-17	0.433544816200644
EE	0.323	0.325	0.301	0.269	0.546	0.537	0.487	0.406	0.551618977117977	0.0151384881721559	0.507048245350372
EE	0.74	0.82	0.705	0.594	0.519	0.589	0.438	0.584	0.549948764392147	1.91044625826644e-20	0.222567831646687
EE	0.95	0.798	0.88	0.648	0.83	0.611	0.747	0.755	0.673555787971698	5.21097694520012e-06	0.442786831965742
EE	0.277	0.282	0.257	0.033	0.188	0.152	0.182	0.044	0.0645171060419717	2.41319489281372e-143	0.0848725326298943
varDE	0.168	0.193	0.148	0.531	0.087	0.076	0.079	0.74	0.0745408878710188	2.18871213640399e-31	0.00557022922981436
EE	0.381	0.488	0.338	0.675	0.526	0.581	0.525	0.534	0.461808308582491	5.66592584411708e-08	0.181249212401258
EE	0.808	0.866	0.858	0.981	0.757	0.708	0.79	0.735	0.667475314123211	0.581323811317806	0.966434836965461
EE	0.72	0.906	0.601	0.525	0.541	0.763	0.483	0.224	0.940925801713343	0.0421130278703631	0.693972672367195
EE	0.634	0.74	0.584	0.576	0.704	0.863	0.74	0.76	0.780356398764321	1.13637194516884e-05	0.535927450315341
EE	0.48	0.478	0.625	0.635	0.493	0.618	0.507	0.493	0.381871903970418	0.00187815493960547	0.319892900305869
meanDE	0.433	0.4	0.561	0.831	0.522	0.508	0.6	0.695	0.557458293737261	1.67210809721401e-06	0.0513083525284782
EE	0.841	0.839	0.802	0.649	0.648	0.745	0.641	0.828	0.184806852904899	1.15916305280919e-41	0.815371911054099
EE	0.68	0.718	0.601	0.475	0.676	0.728	0.381	0.425	0.329055593495857	0.300350822757381	0.605390740363078
varDE	0.13	0.135	0.162	0.609	0.036	0.024	0.189	0.537	0.0269936960420757	7.68939852551057e-10	0.0431505411349693
EE	0.356	0.411	0.607	0.594	0.386	0.466	0.645	0.603	0.73033365289437	3.37891416377562e-05	0.120255650855927
EE	0.252	0.243	0.466	0.341	0.268	0.267	0.5	0.478	0.439302903950544	1.79841839236857e-10	0.0475572908347631
EE	0.362	0.418	0.293	0.173	0.557	0.638	0.47	0.182	0.405986107578127	9.25969923163012e-14	0.630606283030262
EE	0.958	0.744	0.758	0.708	0.884	0.634	0.575	0.607	0.737888020066048	7.39811186684484e-55	0.636575003484638
EE	0.273	0.332	0.24	0.289	0.068	0.076	0.054	0.097	0.0264777707234047	6.34587579242631e-122	0.0301362895761572
EE	0.219	0.137	0.202	0.355	0.196	0.132	0.175	0.166	0.19378919589194	6.27132787111665e-08	0.273504758903082
varDE	0.448	0.457	0.564	0.466	0.205	0.233	0.246	0.591	0.0929011307362122	1.21155660518977e-13	0.0127132507897881
varDE	0.491	0.399	0.514	0.859	0.358	0.206	0.53	0.958	0.998219737760401	2.02206138631176e-18	0.00337882091847418
varDE	0.183	0.185	0.137	0.009	0.054	0.047	0.022	0.008	0.0136741890668733	1.16498120390488e-45	0.00798111546519407
EE	0.539	0.508	0.559	0.167	0.571	0.695	0.538	0.069	0.472387218355517	0.000136948651246632	0.342244998996083
EE	0.368	0.424	0.516	0.668	0.829	0.931	0.762	0.938	0.74885240901003	3.51419133107195e-05	0.103393489008773
varDE	0.317	0.515	0.532	0.322	0.463	0.66	0.646	0.235	0.253557763365889	3.44264708281089e-32	2.96418242535946e-05
EE	0.565	0.59	0.471	0.753	0.563	0.647	0.42	0.839	0.517848511002456	7.95742376479717e-20	0.355193663708491
EE	0.549	0.42	0.599	0.27	0.447	0.401	0.575	0.219	0.849571226235563	1.6111531033778e-05	0.197470245170581
EE	0.559	0.666	0.523	0.667	0.679	0.683	0.626	0.707	0.556084671557145	3.78035120802622e-32	0.609250443559623
EE	0.875	0.901	0.949	0.83	0.478	0.429	0.634	0.918	0.64731403773341	0.000323978995928965	0.304481443552872
EE	0.358	0.414	0.352	0.358	0.307	0.364	0.327	0.331	0.134317636824689	2.87182630839862e-31	0.151844814262852
EE	0.358	0.485	0.487	0.506	0.605	0.576	0.672	0.521	0.513575466462887	1.77946198343706e-06	0.852888215256086
meanDE	0.021	0.047	0.023	0.086	0.045	0.065	0.008	0.048	0.0112545241340187	3.06831006185955e-43	9.27372886847942e-05
meanDE	0.534	0.57	0.704	0.999	0.493	0.509	0.526	1	0.6340845711242	9.65294126546028e-06	0.0178814486966494
varDE	0.106	0.119	0.113	0.011	0.1	0.089	0.178	0.008	0.40701875361853	7.97765714197265e-24	1
EE	0.221	0.245	0.178	0.309	0.38	0.404	0.365	0.462	0.352502576122675	1.40554646114889e-24	0.090961963481886
EE	0.78	0.895	0.826	0.899	0.57	0.569	0.684	0.724	0.659869982761163	0.021048137803018	0.854405145520043
EE	0.972	0.949	0.925	0.974	0.837	0.956	0.951	1	0.999764531304643	0.000527146007288906	0.933586672797751
EE	0.869	0.961	0.999	0.758	0.946	0.829	0.948	0.805	0.770043937771693	0.000526974468657961	0.137682773789403
meanDE	0.203	0.227	0.217	0.722	0.663	0.641	0.666	0.934	0.320477222201167	4.81599548602928e-09	0.403682842117246
EE	0.437	0.478	0.612	0.84	0.458	0.535	0.515	0.896	0.458600705030153	0.00439738453419582	0.218834743535498
meanDE	0.873	0.793	0.752	0.836	0.573	0.415	0.431	0.903	0.440657300351818	5.35545076128323e-07	0.0623542434570951
meanDE	0.497	0.437	0.203	0.191	0.13	0.112	0.008	0.122	0.0394073349199256	1.22550055848396e-11	0.000188694353664777
EE	0.438	0.519	0.44	0.8	0.263	0.408	0.31	0.316	0.172095895380659	3.74790708999289e-35	0.0270058655633392
EE	0.99	0.86	0.94	0.712	0.812	0.611	0.837	0.905	0.615945183743008	0.0182251112650333	0.753714009043239
meanDE	0.123	0.142	0.123	0.274	0.203	0.238	0.147	0.386	0.125937305750489	1.89416431665413e-20	1
varDE	0.07	0.014	0.03	0.022	0.151	0.059	0.109	0.082	0.339716174388862	1.67150741616164e-34	0.011602836453385
EE	0.3	0.156	0.36	0.955	0.409	0.26	0.539	0.957	0.369695346676439	8.92001929710823e-07	0.253080092657707
EE	0.821	0.941	0.77	0.408	0.885	0.844	0.823	0.409	0.61333796455814	0.0582038573079102	0.658288401493999
meanDE	0.32	0.304	0.419	0.69	0.282	0.351	0.373	0.654	0.37502506130188	1.24233917458442e-14	0.0107476902884438
meanDE	0.845	0.806	0.831	0.859	0.569	0.544	0.456	0.54	0.587604602628908	4.36678478055392e-19	0.392680579018659
EE	0.018	0.029	0.016	0.022	0.046	0.039	0.037	0.037	0.00832352890583993	8.27622606433875e-72	0.0286101589860918
varDE	0.753	0.777	0.773	0.571	0.581	0.437	0.496	0.464	0.647674072234527	3.21297816653142e-29	0.222213097729249
varDE	0.083	0.072	0.083	0.113	0.162	0.057	0.163	0.214	0.340269425962143	4.15487614865902e-31	0.034215881351081
EE	0.663	0.784	0.561	0.392	0.606	0.716	0.724	0.345	0.930346759288347	0.00261940082274555	0.0277918888618457
meanDE	0.503	0.347	0.566	0.445	0.476	0.404	0.506	0.516	0.374689410709172	2.56224127655176e-18	0.209353795425113
EE	0.36	0.431	0.552	0.609	0.636	0.63	0.823	0.727	0.575016047193865	0.00086237596935234	0.333314781495171
EE	0.009	0.011	0.02	0.239	0.008	0.008	0.008	0.465	0.00880001728063419	5.7972086488398e-84	0.000207408640157497
EE	0.291	0.343	0.394	0.956	0.403	0.431	0.485	0.924	0.443016844708338	4.3200301644653e-06	0.479992050643154
