geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
dpDE	0.204	0.135	0.204	0.148	0.2	0.138	0.037383515109767	1.56520963562692e-27	0.0227366872371601
EE	0.226	0.607	0.258	0.603	0.262	0.598	0.0442895169805063	1.80696820540217e-35	0.123391925278416
dpDE	0.001	0.001	0.002	0.001	0.002	0.001	1.9380498363163e-09	2.89536251939749e-183	1.36402577706609e-06
EE	0.543	0.697	0.529	0.694	0.525	0.71	0.518576858693428	0.00633153701355123	0.888766505087009
EE	0.357	0.374	0.388	0.39	0.358	0.374	0.21135251090904	7.21712558632029e-06	0.256681469241157
dpDE	0.143	0.14	0.148	0.152	0.129	0.142	0.0162874251161675	5.14023276661293e-86	0.00749539027454935
EE	0.393	0.251	0.353	0.251	0.355	0.242	0.281457825634425	2.02173470162374e-06	0.408032317707433
multDE	0.468	0.033	0.451	0.026	0.477	0.03	0.916984078045788	0.106269120097261	0.245993075260958
EE	0.459	0.037	0.457	0.041	0.486	0.04	0.725845704395408	0.790905688263016	0.929292503494731
EE	0.001	0.001	0.001	0.001	0.001	0.001	0.00396415666128296	6.72920497128494e-24	0.000338730665367988
EE	0.291	0.535	0.322	0.563	0.311	0.52	0.322193578851268	0.00387034589178795	0.297912874537087
EE	0.155	0.188	0.138	0.178	0.161	0.2	0.254349733798044	0.000961984308747717	0.275542153271232
EE	0.045	0.069	0.052	0.062	0.047	0.056	0.0448704099842963	9.05350597076944e-26	0.0270657992218006
multDE	0.082	0.002	0.104	0.006	0.076	0.007	0.0180006067153591	2.84601080309716e-38	0.053083106968135
EE	0.177	0.565	0.201	0.637	0.208	0.595	0.252885706362754	5.93620049325317e-08	0.32763558577903
EE	0.923	0.912	0.952	0.909	0.94	0.907	0.684836781249434	0.0633281383242441	0.609514119512763
EE	0.142	0.538	0.154	0.545	0.133	0.537	0.256532231820289	0.0217807397031531	0.683743370440393
multDE	0.914	0.362	0.911	0.335	0.911	0.359	0.00214335216591409	1.51320196298207e-24	0.00271081537378177
multDE	0.809	0.623	0.819	0.622	0.826	0.641	0.604555801908727	0.000811604459382728	0.49217510794705
EE	0.816	0.783	0.787	0.785	0.816	0.82	0.824586786566008	0.00363314281518371	0.827076289516852
EE	0.317	0.34	0.283	0.283	0.263	0.276	0.309753761778106	1.56029386447148e-06	0.407204069122049
EE	0.032	0.039	0.038	0.041	0.052	0.053	0.039359320383483	4.52944362100739e-33	0.0225358969474268
dpDE	0.001	0.001	0.001	0.001	0.001	0.001	4.43637255945186e-07	6.14018171479574e-147	4.24347582209426e-08
EE	0.664	0.915	0.656	0.928	0.667	0.918	0.703602938158	0.335659495676771	0.528048417926673
dpDE	0.01	0.008	0.008	0.008	0.01	0.015	0.00138126554902252	4.33932079527513e-43	0.00376472834746651
EE	0.017	0.021	0.02	0.025	0.022	0.027	0.00844462830990706	3.85148001413213e-66	0.00197303729350436
EE	0.08	0.225	0.105	0.284	0.092	0.246	0.18179155816944	8.70609281105292e-05	0.158433236236835
EE	0.627	0.671	0.598	0.666	0.619	0.686	0.99474490737618	0.504642832735782	0.957927377133037
EE	0.157	0.288	0.177	0.301	0.164	0.267	0.29916203200821	9.84588660809142e-07	0.181216769618853
EE	0.121	0.127	0.127	0.126	0.138	0.135	0.0321959516261434	3.63630057317665e-09	0.0101058697038569
EE	0.236	0.257	0.178	0.222	0.219	0.23	0.193496818119508	0.000155729652705558	0.277268694592158
EE	0.798	0.875	0.788	0.893	0.803	0.892	0.905801489282263	0.372490370320265	0.951423289807793
EE	0.763	0.845	0.737	0.758	0.79	0.811	0.724235059539644	0.376028756213818	0.835058087279889
EE	0.952	0.952	0.945	0.93	0.947	0.944	0.925518056120707	0.958509832902406	0.992770297574974
EE	0.476	0.504	0.507	0.48	0.504	0.498	0.565543698629434	0.0527340933899	0.776732314995607
dpDE	0.011	0.012	0.007	0.011	0.007	0.009	1.91440709551198e-05	4.53063569901006e-82	1.83301454401652e-05
EE	0.688	0.852	0.638	0.835	0.689	0.847	0.792683614521459	0.117791733906386	0.546288393697827
dpDE	0.002	0.002	0.004	0.004	0.003	0.003	0.000280612201295583	5.68788016998064e-54	0.000296980161826557
dpDE	0.001	0.002	0.002	0.003	0.003	0.002	3.15709248587468e-08	1.80056920744685e-112	8.14104927712846e-10
EE	0.484	0.564	0.475	0.577	0.441	0.564	0.372408071791253	0.0161734705826932	0.3474268835745
dpDE	0.009	0.032	0.013	0.035	0.018	0.038	5.61174800248341e-05	6.02809135715939e-70	1.05180167848083e-05
EE	0.913	0.318	0.929	0.322	0.904	0.337	0.632499686377815	0.157485534855313	0.52957939388088
EE	0.892	0.871	0.902	0.868	0.909	0.882	0.851364968784977	0.150382081541262	0.935536403039605
EE	0.011	0.026	0.004	0.015	0.004	0.017	0.00109279331878944	1.4230772672205e-16	0.000147071570089808
dpDE	0.941	0.886	0.95	0.9	0.939	0.899	0.90861552288527	0.19187455140869	0.89291802793679
EE	0.112	0.282	0.121	0.332	0.105	0.322	0.152155891689155	2.30630435820452e-09	0.0898790255486347
EE	0.704	0.348	0.694	0.375	0.722	0.358	0.543804529348697	0.181967523832292	0.505698239825205
EE	0.676	0.225	0.66	0.189	0.654	0.227	0.778424208470791	0.0207668219362312	0.588987635619296
EE	0.076	0.091	0.093	0.09	0.085	0.084	0.0592551406508618	2.04835029607833e-25	0.0331740871539206
EE	0.206	0.475	0.198	0.449	0.226	0.467	0.284316137295978	0.00149467293832199	0.142102469030137
dpDE	0.001	0.112	0.001	0.112	0.001	0.113	2.83800144868417e-10	7.17292364282103e-25	2.95738910852763e-07
EE	0.229	0.241	0.219	0.272	0.216	0.237	0.35889080090196	0.0167242440567471	0.379777727545908
multDE	0.505	0.514	0.535	0.542	0.509	0.517	0.959858914598447	0.00109094727232589	0.987288241384943
EE	0.814	0.468	0.847	0.504	0.832	0.474	0.614126880700486	2.39321155871063e-06	0.686958416329647
EE	0.612	0.087	0.63	0.096	0.616	0.101	0.28739288379924	0.000739075276708337	0.203431298186065
EE	0.457	0.5	0.468	0.518	0.464	0.509	0.283914143392407	1.70405436516706e-11	0.455452133803767
dpDE	0.001	0.012	0.001	0.007	0.001	0.003	2.47202784687351e-12	7.38903433633916e-81	2.77154232660445e-07
dpDE	0.002	0.001	0.001	0.001	0.001	0.001	5.79115641275255e-08	9.82236633660945e-237	3.20369832553202e-06
EE	0.086	0.071	0.084	0.091	0.062	0.071	0.0167253293773349	3.36402306167641e-49	0.00313923772800745
dpDE	0.003	0.008	0.014	0.01	0.008	0.008	0.000214733409484834	5.27332857924156e-179	6.91874271508757e-06
EE	0.187	0.206	0.156	0.221	0.164	0.228	0.35633948159556	0.00195464059037458	0.293312851015513
EE	0.045	0.013	0.045	0.014	0.039	0.011	0.0652651584353415	6.86307771184275e-11	0.0980687979693199
EE	0.264	0.211	0.261	0.192	0.324	0.259	0.203509158142888	2.23210694806572e-22	0.10632066889545
EE	0.826	0.997	0.843	0.992	0.846	0.993	0.942358936314035	0.571256300029774	0.888074603619113
EE	0.917	0.754	0.878	0.768	0.875	0.773	0.955253207251599	0.131264674036532	0.96573721176221
EE	0.219	0.147	0.256	0.176	0.224	0.169	0.958403586092438	0.868489135045049	0.969842905116092
multDE	0.349	0.274	0.329	0.234	0.331	0.236	0.883083125705697	0.0220194557727782	0.724187174654959
EE	0.825	0.997	0.804	0.997	0.847	0.996	0.97424104865793	0.858275037336682	0.932512541808776
multDE	0.636	0.29	0.64	0.255	0.62	0.262	0.713979520375748	8.8067269563571e-05	0.421535757435078
EE	0.042	0.033	0.04	0.036	0.049	0.036	0.0583400642064485	2.18209206612637e-27	0.0185835588549542
EE	0.068	0.098	0.067	0.096	0.083	0.098	0.0918066015316703	3.70476450472688e-23	0.0758382732831778
EE	0.053	0.173	0.056	0.211	0.057	0.217	0.043186330201057	2.76104110170355e-05	0.0331878440957102
EE	0.908	0.948	0.902	0.938	0.894	0.918	0.409742826386087	0.0070849931584671	0.604300208944926
EE	0.759	0.285	0.765	0.309	0.761	0.36	0.575849505072589	0.00119302115277929	0.698855281339545
multDE	0.497	0.002	0.542	0.004	0.535	0.016	0.99412766481229	0.294949245819591	0.895987735102179
multDE	0.263	0.135	0.212	0.121	0.202	0.115	0.352523343131245	0.0260657530870724	0.422079320598535
EE	0.639	0.614	0.589	0.594	0.615	0.605	0.900511197692404	0.446848934524178	0.879542572893831
EE	0.318	0.368	0.307	0.349	0.308	0.352	0.190546025442847	4.58180601658049e-05	0.223345816017641
EE	0.983	0.642	0.979	0.612	0.979	0.612	0.754746432644608	0.505018787214759	0.457162894286293
dpDE	0.595	0.691	0.613	0.708	0.605	0.705	0.431956225019778	3.62872716097112e-11	0.659494732860532
EE	0.547	0.453	0.564	0.461	0.585	0.493	0.640343697505338	6.37543944328632e-05	0.698225056040648
EE	0.385	0.449	0.383	0.49	0.372	0.468	0.233167559486713	0.00934582877642345	0.284705205027991
EE	0.631	0.326	0.674	0.313	0.643	0.323	0.235076621391242	0.00140149112978209	0.402427523700342
EE	0.512	0.587	0.46	0.583	0.469	0.564	0.304194355784087	0.000850105913623396	0.320378478388414
multDE	0.494	0.211	0.497	0.234	0.473	0.227	0.970955081220434	0.149678306731757	0.698215030027147
EE	0.176	0.298	0.168	0.289	0.167	0.261	0.0390682519982016	2.9550042733191e-11	0.0259164431334982
multDE	0.39	0.483	0.368	0.467	0.331	0.423	0.705541387903234	0.423274920277372	0.981842952805561
EE	0.705	0.408	0.648	0.413	0.695	0.462	0.549347278053461	0.0179358546911876	0.662144087302457
dpDE	0.001	0.001	0.001	0.001	0.001	0.001	8.3709448467359e-15	9.77362378644022e-111	2.10345112130995e-14
EE	0.11	0.18	0.095	0.186	0.109	0.204	0.111174303571534	4.73121412710838e-11	0.0952817617058693
EE	0.064	0.078	0.067	0.072	0.088	0.083	0.0879464852541002	1.27033929529264e-20	0.0883582653278344
EE	0.938	0.941	0.944	0.94	0.939	0.925	0.9543469139679	7.42029579900204e-05	0.901702000743698
EE	0.512	0.481	0.472	0.431	0.457	0.421	0.550439671650027	2.86044622848249e-19	0.636340751314153
EE	0.326	0.49	0.361	0.532	0.37	0.522	0.314180281503087	1.68211522995072e-05	0.286386146397914
EE	0.817	0.966	0.798	0.965	0.817	0.957	0.744335054863235	6.31001519510693e-09	0.89024140738396
EE	0.71	0.689	0.712	0.691	0.676	0.659	0.864973062778446	0.714090099829214	0.939809726725495
EE	0.447	0.51	0.474	0.509	0.459	0.535	0.217308903992223	1.75611746364181e-05	0.163096647884469
EE	0.79	0.818	0.788	0.799	0.768	0.778	0.66124288291096	0.00669503925752349	0.658309882636215
multDE	0.714	0.053	0.717	0.038	0.698	0.031	0.342911763502558	0.0539195610339206	0.216556207435928
EE	0.014	0.013	0.009	0.013	0.005	0.012	0.00871181400852274	3.07010554133819e-49	0.0115191889212597
EE	0.182	0.146	0.18	0.154	0.174	0.139	0.510097162562342	6.02215833854962e-05	0.64366466784036
EE	0.971	0.878	0.979	0.875	0.978	0.894	0.938041105257053	0.771067390229475	0.751908297166573
EE	0.196	0.21	0.199	0.225	0.214	0.249	0.276002816263937	8.4945775585845e-13	0.363107895525113
EE	0.985	0.66	0.988	0.65	0.984	0.644	0.420524016816226	0.00719680004104146	0.305677972411152
EE	0.207	0.139	0.192	0.119	0.211	0.145	0.0974985623699214	2.88744072199735e-23	1
EE	0.714	0.972	0.7	0.969	0.732	0.965	0.820498156467019	0.589913834144955	0.760920346310263
dpDE	0.07	0.066	0.067	0.065	0.045	0.041	0.0318439017338463	1.44560336641798e-51	0.00672881463379756
EE	0.211	0.367	0.226	0.357	0.198	0.346	0.159754040554149	2.18060175236669e-08	0.137693267717312
EE	0.413	0.359	0.383	0.334	0.409	0.343	0.497192064575121	8.14467009753685e-07	0.485285489425954
EE	0.331	0.199	0.334	0.212	0.33	0.188	0.277299805884956	3.86084804779198e-07	0.421243227507509
EE	0.233	0.17	0.227	0.161	0.256	0.187	0.264849397651457	2.86769674916809e-11	0.191015517393364
dpDE	0.069	0.245	0.065	0.243	0.071	0.265	0.00979153269689713	6.60847720718891e-37	0.00147444752168873
multDE	0.212	0.057	0.2	0.048	0.179	0.044	0.5346360638929	0.289508791087668	0.18844747204346
EE	0.863	0.965	0.853	0.963	0.839	0.961	0.842430776033856	0.746448391842322	0.87648610311079
EE	0.109	0.089	0.136	0.112	0.139	0.11	0.0790709826217764	2.96794902179252e-30	0.0692568177036322
EE	0.556	0.514	0.53	0.534	0.546	0.543	0.670124482290658	0.0903516733801373	0.679554609314143
EE	0.194	0.191	0.165	0.188	0.159	0.149	0.431918673126903	0.0624673634857866	0.374585336088438
EE	0.768	0.892	0.733	0.883	0.752	0.87	0.602100238349734	0.0127238140388176	0.70745017529926
EE	0.312	0.613	0.34	0.6	0.34	0.602	0.264210405258228	0.00356689877122483	0.210587308795101
EE	0.161	0.285	0.155	0.321	0.155	0.34	0.384877919379547	0.0018183893087197	0.556786992800276
EE	0.254	0.303	0.241	0.294	0.222	0.269	0.320564190051607	1.34846533336564e-08	0.248824792644386
EE	0.477	0.751	0.428	0.7	0.441	0.706	0.410294467388975	0.00214994639228631	0.458768941107827
EE	0.414	0.785	0.475	0.778	0.461	0.789	0.556560860229451	0.193092839632108	0.745143359222418
EE	0.82	0.795	0.812	0.808	0.803	0.795	0.842940628060789	0.383978231796448	0.99936143641838
dpDE	0.042	0.058	0.044	0.074	0.039	0.06	0.0345483370350689	1.79598365391091e-54	0.0046493360161701
EE	0.129	0.21	0.149	0.198	0.155	0.184	0.566900839975744	0.0612594062984285	0.170507339489053
EE	0.902	0.755	0.889	0.733	0.894	0.726	0.760078750395858	0.0682309621292446	0.983704805277237
EE	0.822	0.626	0.804	0.573	0.831	0.612	0.813534413387168	0.0814924446999105	0.916095521098935
EE	0.661	0.701	0.648	0.664	0.653	0.687	0.278163428657656	6.63561115435679e-09	0.515172697964677
EE	0.672	0.836	0.652	0.815	0.64	0.809	0.819491663722445	0.0137034462017695	0.774080006830925
multDE	0.01	0.016	0.016	0.013	0.012	0.011	0.00160081372083968	1.94855567503864e-19	0.0132583449445374
EE	0.82	0.803	0.784	0.762	0.746	0.749	0.784785017977572	0.139092187018642	0.398845565738402
EE	0.699	0.015	0.684	0.013	0.685	0.009	0.0346266160623973	2.16796889777639e-08	0.0242706803640066
EE	0.35	0.553	0.393	0.577	0.347	0.56	0.364949859414719	3.83558783105652e-05	0.441897601716088
EE	0.187	0.261	0.194	0.246	0.182	0.249	0.08130053454116	1.90510893228581e-84	0.236705779839768
EE	0.829	0.263	0.829	0.292	0.847	0.293	0.847611409388791	0.78494587461869	0.931102306668394
EE	0.066	0.039	0.048	0.029	0.036	0.033	0.0336859580820274	2.62676517932061e-24	0.0261741767575509
dpDE	0.016	0.011	0.005	0.008	0.015	0.017	0.00015429453986052	3.68796769904082e-89	7.61299769321894e-06
EE	0.158	0.222	0.187	0.261	0.158	0.244	0.501165173750396	0.172468682758973	0.419092370125084
EE	0.854	0.914	0.853	0.934	0.848	0.917	0.889474390480208	0.391101849138227	0.439174534828643
EE	0.079	0.04	0.083	0.052	0.093	0.057	0.015094521218254	1.62705962032723e-20	0.00258214430269819
EE	0.572	0.514	0.587	0.505	0.584	0.476	0.569151756597088	0.088494787814428	0.359841510689486
dpDE	0.002	0.001	0.001	0.001	0.001	0.001	1.91204851912147e-11	6.45629136655785e-230	5.26429976223145e-07
EE	0.332	0.19	0.391	0.253	0.348	0.229	0.289522867989503	0.000596561804823688	0.325677597839228
EE	0.181	0.136	0.2	0.177	0.214	0.182	0.457416410493978	1.44401994475119e-05	0.379862168143441
multDE	0.283	0.036	0.28	0.026	0.286	0.027	0.421973837207676	1.03647533063342e-08	0.597595837283508
EE	0.446	0.624	0.426	0.578	0.407	0.541	0.462908496980016	1.15716483157391e-12	0.339080455587441
EE	0.115	0.377	0.127	0.445	0.11	0.412	0.179488513941256	0.000232154767725881	0.200586391191556
EE	0.478	0.839	0.414	0.798	0.392	0.828	0.166456494145702	6.30103289200602e-42	0.417151177137233
EE	0.402	0.463	0.423	0.459	0.37	0.423	0.736336468812308	0.186181051359043	0.24993278585897
dpDE	0.001	0.001	0.001	0.001	0.001	0.001	1.41896671430517e-14	5.80786157518118e-88	3.77315071264624e-08
EE	0.052	0.068	0.049	0.061	0.048	0.054	0.0501402607163314	1.28100276471193e-41	0.0155927135936128
EE	0.324	0.181	0.33	0.171	0.325	0.176	0.0640385634445345	1.21327660726879e-19	0.0589090231669435
EE	0.839	0.921	0.857	0.927	0.853	0.938	0.739116261258242	0.593894267757348	0.869606062276353
EE	0.812	0.895	0.808	0.886	0.794	0.866	0.922796094854272	0.96112296401643	0.941498047908384
EE	0.719	0.664	0.682	0.626	0.693	0.633	0.757788959566576	0.0234574311547945	0.942628640210475
EE	0.747	0.959	0.767	0.964	0.762	0.953	0.481555707230011	3.15003560911241e-05	0.846400810243584
EE	0.354	0.314	0.317	0.242	0.328	0.241	0.361625428925024	0.00607146083699391	0.327569660824101
EE	0.702	0.595	0.676	0.565	0.662	0.565	0.45016346793766	4.34257077781652e-05	0.4631882838436
dpDE	0.072	0.073	0.094	0.103	0.08	0.082	0.00355907330908555	1.09072257202817e-137	0.0117390078944306
EE	0.676	0.982	0.617	0.963	0.636	0.914	0.294830766199401	4.55573254262927e-25	0.470138853777266
multDE	0.218	0.515	0.227	0.537	0.25	0.539	0.363219662831683	5.18076284491556e-38	0.12429149586788
EE	0.143	0.265	0.136	0.278	0.144	0.264	0.0811003048501745	5.15925058295995e-06	0.0701405897866244
EE	0.876	0.832	0.852	0.804	0.87	0.835	0.982056879228683	0.753883501862706	0.958400648841088
multDE	0.38	0.126	0.356	0.119	0.333	0.108	0.384102210902798	0.0727218225585229	0.681464767620997
EE	0.113	0.103	0.097	0.113	0.087	0.101	0.0515572661919601	4.32574668517279e-14	0.0253633513526211
multDE	0.763	0.336	0.793	0.36	0.784	0.339	0.0314103345951365	8.14310119101157e-28	0.00310196793375213
multDE	0.661	0.147	0.659	0.151	0.657	0.13	0.961468759948445	0.333215901970419	0.673750050039775
EE	0.18	0.184	0.169	0.151	0.162	0.153	0.0860542652786599	1.33753159795362e-95	0.00926870253274922
EE	0.892	0.53	0.883	0.517	0.889	0.548	0.971803822822513	0.9793509260795	0.99393192265472
EE	0.981	0.491	0.977	0.471	0.971	0.458	0.978728265321161	0.019446815029867	0.985127480606295
EE	0.144	0.034	0.112	0.026	0.14	0.049	0.39233381694544	0.150758436446495	0.0965029930969176
EE	0.534	0.535	0.573	0.548	0.581	0.545	0.546972072202828	0.0474422337143129	0.571663569074315
multDE	0.584	0.049	0.577	0.055	0.596	0.055	0.295208166776891	0.000967786902659105	0.330404703606472
EE	0.245	0.758	0.247	0.759	0.26	0.794	0.633541676484652	0.168579752213992	0.545899005939203
EE	0.345	0.623	0.363	0.632	0.365	0.64	0.780600315036183	0.084897885401478	0.866044011522121
EE	0.583	0.431	0.569	0.401	0.564	0.391	0.808009393146301	0.442047588511106	0.854714384102594
EE	0.037	0.011	0.05	0.019	0.058	0.014	0.328726459886222	0.00346572812152173	0.177282113828905
EE	0.958	0.797	0.969	0.76	0.956	0.762	0.878549429767788	0.478385159050644	0.975176571103403
multDE	0.688	0.367	0.648	0.339	0.647	0.357	0.59660958425157	1.83389756710169e-05	0.186395280021491
EE	0.982	0.952	0.987	0.958	0.984	0.954	0.943350472299823	0.0290255913474933	0.919192842513714
EE	0.228	0.175	0.227	0.172	0.229	0.165	0.0526458736891495	1.05590150262418e-10	0.0179235717432681
EE	0.887	0.726	0.913	0.753	0.871	0.698	0.982163837204254	0.318006271062041	0.974241016962128
multDE	0.543	0.615	0.459	0.555	0.472	0.554	0.0651788594680683	9.83990389964206e-45	0.389392576324251
multDE	0.708	0.059	0.695	0.07	0.672	0.066	0.257198792098544	0.00201999208497185	0.172021562329105
EE	0.505	0.484	0.461	0.455	0.496	0.493	0.602454523652349	7.15474076537748e-17	0.51238259149437
EE	0.7	0.64	0.676	0.634	0.722	0.656	0.695926288938289	0.345451214957448	0.964080238214499
multDE	0.781	0.323	0.798	0.321	0.775	0.301	0.0221628099374514	2.02870017474501e-12	0.00424567113713051
EE	0.165	0.352	0.189	0.33	0.189	0.37	0.1576005790831	1.34175627203085e-07	0.0852065706755288
EE	0.32	0.304	0.228	0.217	0.242	0.244	0.298235932966264	1.24059013810197e-08	0.228479237478819
EE	0.506	0.692	0.5	0.694	0.547	0.73	0.766672247252647	0.148650089914385	0.819058198881019
multDE	0.165	0.038	0.158	0.046	0.156	0.046	0.341233314182526	6.71979112081797e-10	0.638995570960431
EE	0.098	0.015	0.036	0.012	0.045	0.016	0.387233123447874	0.0583535674550586	0.20827682737428
EE	0.428	0.341	0.466	0.392	0.4	0.326	0.797128508365656	0.0488105140582051	0.739205605333412
EE	0.383	0.337	0.371	0.35	0.361	0.344	0.401364396124548	9.80105543640369e-10	0.476197606529527
EE	0.706	0.928	0.685	0.901	0.669	0.908	0.820510132299546	0.466740056367293	0.676806205169817
EE	0.93	0.804	0.941	0.803	0.941	0.828	0.742046933245291	0.40541277278205	0.870815464721199
EE	0.394	0.313	0.365	0.235	0.342	0.217	0.772649186117319	0.025166725957044	0.581503383091248
EE	0.601	0.598	0.618	0.573	0.564	0.534	0.348686436052442	1.58118918738993e-08	0.468214669639479
EE	0.006	0.009	0.003	0.003	0.005	0.006	0.000805483939621934	1.90093913981765e-65	0.000129200966802985
EE	0.241	0.385	0.252	0.408	0.246	0.385	0.40215543994581	0.00425185059770747	0.497461854448684
EE	0.747	0.603	0.773	0.624	0.713	0.601	0.524992548891253	0.0362081483047992	0.260156266640673
EE	0.809	0.96	0.832	0.959	0.819	0.95	0.969757837777201	0.0209645799330237	0.932074892103504
EE	0.001	0.008	0.001	0.002	0.003	0.004	0.00324470748850464	7.58800646683581e-106	2.63776324326128e-05
multDE	0.836	0.887	0.864	0.887	0.841	0.863	0.513415809553714	1.91746249827398e-05	0.245945350028722
multDE	0.193	0.285	0.221	0.313	0.213	0.283	0.166501121816431	2.28241443223089e-06	0.410574402788491
EE	0.962	0.662	0.977	0.674	0.968	0.819	0.884790433084198	0.0211480735808763	0.968367007584252
EE	0.718	0.791	0.722	0.798	0.71	0.788	0.81877340304672	0.238458167374255	0.93496444769796
multDE	0.213	0.015	0.204	0.027	0.192	0.022	0.336433800828162	1.75710171689603e-07	0.749964502397916
dpDE	0.307	0.231	0.308	0.232	0.317	0.23	0.0444420380894515	2.83234873878161e-59	0.0400754121397155
EE	0.623	0.87	0.661	0.885	0.667	0.881	0.783162905350731	0.145136127270163	0.277343996410251
EE	0.35	0.589	0.383	0.596	0.368	0.556	0.177633040442015	0.0374729559715027	0.642478879387983
EE	0.995	0.299	0.991	0.26	0.991	0.249	0.564882343302281	0.0593439744705527	0.590676292259482
EE	0.216	0.264	0.183	0.213	0.185	0.214	0.18577879738838	6.19300384960797e-12	0.137109472179065
multDE	0.28	0.042	0.289	0.054	0.27	0.048	0.882499696302935	0.873590825835653	0.958075968465868
EE	0.369	0.389	0.366	0.371	0.398	0.404	0.812662514160284	0.0510942611334817	0.858452980094974
EE	0.033	0.132	0.045	0.144	0.046	0.148	0.111505140140055	0.0119086536115182	0.068000947906868
EE	0.922	0.202	0.932	0.192	0.915	0.182	0.465896328646668	0.382328764539685	0.92866040032891
EE	0.267	0.107	0.243	0.124	0.286	0.141	0.462278809275224	0.0296139332376609	0.564593975949378
EE	0.761	0.78	0.762	0.784	0.728	0.746	0.742916945940402	0.43289606230357	0.940014078181858
EE	0.939	0.751	0.927	0.787	0.939	0.754	0.341946039405099	9.24517534061319e-44	0.833130257171132
EE	0.462	0.538	0.472	0.542	0.444	0.497	0.46107279164076	2.70973059257514e-05	0.511324425099036
EE	0.277	0.181	0.276	0.181	0.242	0.174	0.28798256461495	0.0410492177081002	0.232141163264763
EE	0.268	0.361	0.276	0.344	0.261	0.353	0.586668829278885	0.259962013772322	0.430528321452074
EE	0.83	0.741	0.811	0.772	0.807	0.756	0.88626145294282	0.361065869943158	0.877243664412169
EE	0.556	0.856	0.552	0.842	0.567	0.861	0.97396666396449	0.105338307320999	0.696798498960111
EE	0.18	0.474	0.165	0.481	0.16	0.467	0.409484955864098	0.388945788444072	0.384823658135906
multDE	0.544	0.134	0.501	0.106	0.523	0.103	0.988901176167987	0.00199817969794916	0.465833353055748
EE	0.107	0.327	0.11	0.331	0.122	0.323	0.140801411051767	0.000471386188377206	0.124708221636278
EE	0.663	0.655	0.536	0.548	0.534	0.537	0.35159968179026	1.08438223702521e-07	0.444124700994882
EE	0.309	0.325	0.306	0.33	0.328	0.36	0.37090131974934	3.14455273627264e-08	0.499170631895325
EE	0.199	0.22	0.135	0.164	0.111	0.129	0.0784540598786893	1.02946055158409e-31	0.0724853005577786
dpDE	0.138	0.161	0.143	0.163	0.123	0.148	0.0150776693096766	4.90801279808813e-64	0.0252816151125697
EE	0.278	0.201	0.319	0.222	0.287	0.18	0.924596486588347	0.65144369112403	0.643179769887048
EE	0.284	0.322	0.291	0.369	0.272	0.327	0.206241276683853	7.33456867259833e-08	0.16775009775866
EE	0.203	0.35	0.217	0.364	0.178	0.343	0.488476243458682	0.0117926615687621	0.515794534820679
EE	0.86	0.887	0.848	0.847	0.853	0.871	0.885802514158482	0.0685892370656223	0.918117263554461
multDE	0.005	0.005	0.01	0.006	0.005	0.003	1.39716884619297e-05	2.76351119126673e-54	0.0021926846629036
EE	0.459	0.528	0.399	0.466	0.402	0.477	0.158708450439359	5.05490686424946e-12	0.307292815709831
EE	0.565	0.568	0.55	0.547	0.584	0.585	0.1743875562227	4.80928924547732e-22	0.318494698921402
EE	0.011	0.016	0.02	0.026	0.027	0.03	0.0215386701369909	2.69589106768402e-73	0.000554496643145736
EE	0.2	0.067	0.201	0.058	0.215	0.057	0.65182207754799	0.135624167221865	0.576269490797169
EE	0.172	0.136	0.167	0.128	0.173	0.132	0.856091764515479	0.752418821937725	0.882619709717024
EE	0.911	0.791	0.929	0.812	0.923	0.775	0.458588340743085	0.417479388241096	0.350099586114867
EE	0.524	0.901	0.557	0.917	0.539	0.905	0.726399916083126	0.305418959327153	0.769392276089453
EE	0.892	0.811	0.87	0.812	0.847	0.779	0.947284130568032	0.319552977708162	0.988135391279312
EE	0.237	0.16	0.157	0.144	0.141	0.147	0.971626226546397	0.900692573064555	0.734225014041357
multDE	0.034	0.001	0.025	0.001	0.035	0.002	0.000739930933435463	2.98533928830476e-29	2.81156053262251e-05
dpDE	0.39	0.452	0.365	0.454	0.378	0.486	0.601437919748912	0.00154829893723213	0.71083066558719
EE	0.554	0.887	0.565	0.882	0.559	0.884	0.343042612037375	2.08010869821789e-05	0.829093917698343
EE	0.169	0.14	0.194	0.163	0.178	0.164	0.158526485627118	9.12689177042513e-08	0.208249041004963
EE	0.982	0.767	0.984	0.792	0.976	0.811	0.986137028042178	0.982982871228382	0.994331510028758
multDE	0.417	0.033	0.412	0.038	0.419	0.03	0.848102352911908	0.271447013065204	0.251554001136326
multDE	0.197	0.067	0.139	0.04	0.132	0.033	0.370697451864432	0.0586539159751035	0.328932245904942
EE	0.95	0.756	0.933	0.787	0.934	0.795	0.82490104737853	0.253796250826191	0.941521697753468
EE	0.59	0.305	0.509	0.27	0.469	0.26	0.189458997950869	0.000453831626289477	0.689498167990938
EE	0.204	0.174	0.215	0.172	0.211	0.169	0.14611494001501	1.81692980584418e-12	0.227090861296085
EE	0.417	0.881	0.262	0.876	0.246	0.864	0.822475699539274	0.0315121177455218	0.53224281119269
EE	0.786	0.64	0.789	0.626	0.783	0.638	0.638959157881675	2.18250143231411e-05	0.718882933213232
